CardID,CustomerID,CardType,CardStatus
CR10426,C03711,Debit,Blocked
CR10427,C01392,Credit,Blocked
CR10428,C02714,Debit,Active
CR10429,C02603,Credit,Expired
CR10430,C01447,Debit,Active
CR10431,C02531,Debit,Blocked
CR10432,C00707,Credit,Blocked
CR10433,C03635,Credit,Expired
CR10434,C01459,Credit,Active
CR10435,C03674,Debit,Blocked
CR10436,C02062,Credit,Blocked
CR10437,C03265,Credit,Blocked
CR10438,C00750,Credit,Blocked
CR10439,C04017,Credit,Active
CR10440,C00873,Credit,Expired
CR10441,C00432,Debit,Blocked
CR10442,C03082,Credit,Blocked
CR10443,C02428,Debit,Blocked
CR10444,C00312,Debit,Blocked
CR10445,C04800,Credit,Expired
CR10446,C02803,Debit,Blocked
CR10447,C00435,Credit,Active
CR10448,C02717,Credit,Blocked
CR10449,C00091,Credit,Active
CR10450,C04617,Credit,Blocked
CR10451,C00205,Debit,Blocked
CR10452,C04647,Credit,Blocked
CR10453,C03356,Debit,Active
CR10454,C01103,Credit,Active
CR10455,C04254,Credit,Blocked
CR10456,C04705,Credit,Expired
CR10457,C04145,Credit,Active
CR10458,C01711,Debit,Active
CR10459,C01093,Credit,Active
CR10460,C01898,Credit,Active
CR10461,C03416,Credit,Expired
CR10462,C01409,Debit,Expired
CR10463,C02545,Debit,Active
CR10464,C04740,Credit,Active
CR10465,C02857,Credit,Active
CR10466,C02255,Credit,Active
CR10467,C03656,Credit,Blocked
CR10468,C03031,Debit,Expired
CR10469,C03468,Debit,Blocked
CR10470,C02430,Credit,Active
CR10471,C01574,Credit,Blocked
CR10472,C00375,Debit,Expired
CR10473,C01969,Debit,Expired
CR10474,C04080,Credit,Blocked
CR10475,C03317,Debit,Expired
CR10476,C02633,Credit,Expired
CR10477,C04677,Debit,Blocked
CR10478,C02200,Debit,Blocked
CR10479,C03471,Credit,Blocked
CR10480,C04159,Debit,Expired
CR10481,C03505,Debit,Active
CR10482,C00747,Credit,Expired
CR10483,C03440,Debit,Active
CR10484,C02652,Credit,Blocked
CR10485,C01219,Credit,Active
CR10486,C00411,Credit,Blocked
CR10487,C00034,Debit,Expired
CR10488,C03188,Debit,Active
CR10489,C01615,Credit,Expired
CR10490,C01478,Debit,Expired
CR10491,C00556,Credit,Active
CR10492,C03404,Debit,Active
CR10493,C00084,Credit,Expired
CR10494,C03176,Debit,Active
CR10495,C01186,Debit,Active
CR10496,C03889,Credit,Blocked
CR10497,C03856,Debit,Active
CR10498,C03630,Credit,Active
CR10499,C03852,Debit,Expired
CR10500,C03394,Debit,Blocked
CR10501,C00465,Credit,Blocked
CR10502,C04218,Debit,Blocked
CR10503,C03492,Credit,Expired
CR10504,C00189,Credit,Active
CR10505,C04239,Debit,Expired
CR10506,C00039,Credit,Active
CR10507,C00412,Credit,Active
CR10508,C00760,Credit,Active
CR10509,C02236,Credit,Expired
CR10510,C04360,Debit,Blocked
CR10511,C04379,Debit,Blocked
CR10512,C03215,Credit,Active
CR10513,C03491,Debit,Blocked
CR10514,C03297,Credit,Blocked
CR10515,C02971,Credit,Active
CR10516,C01599,Debit,Active
CR10517,C01344,Debit,Active
CR10518,C01143,Credit,Expired
CR10519,C01888,Credit,Active
CR10520,C01278,Debit,Expired
CR10521,C04116,Debit,Expired
CR10522,C01562,Credit,Blocked
CR10523,C04079,Debit,Active
CR10524,C00611,Debit,Active
CR10525,C01361,Credit,Blocked
CR10526,C01190,Debit,Active
CR10527,C02718,Credit,Active
CR10528,C04422,Credit,Blocked
CR10529,C02751,Debit,Expired
CR10530,C01290,Credit,Blocked
CR10531,C03905,Credit,Blocked
CR10532,C02860,Credit,Expired
CR10533,C02547,Credit,Expired
CR10534,C01717,Credit,Blocked
CR10535,C01007,Debit,Blocked
CR10536,C01363,Credit,Expired
CR10537,C00838,Credit,Active
CR10538,C02479,Credit,Blocked
CR10539,C01465,Credit,Blocked
CR10540,C00945,Credit,Expired
CR10541,C03097,Debit,Active
CR10542,C02639,Debit,Expired
CR10543,C04394,Credit,Blocked
CR10544,C04369,Debit,Expired
CR10545,C02029,Credit,Blocked
CR10546,C01860,Credit,Expired
CR10547,C04585,Credit,Blocked
CR10548,C03747,Debit,Active
CR10549,C03325,Credit,Blocked
CR10550,C02744,Credit,Expired
CR10551,C03750,Debit,Expired
CR10552,C03210,Credit,Active
CR10553,C01116,Credit,Active
CR10554,C03184,Credit,Blocked
CR10555,C02296,Credit,Blocked
CR10556,C01175,Credit,Blocked
CR10557,C01922,Credit,Active
CR10558,C02430,Debit,Active
CR10559,C02504,Debit,Blocked
CR10560,C03049,Credit,Expired
CR10561,C02985,Credit,Expired
CR10562,C00463,Credit,Active
CR10563,C01034,Credit,Expired
CR10564,C01580,Debit,Active
CR10565,C04224,Debit,Blocked
CR10566,C00633,Credit,Expired
CR10567,C01558,Credit,Active
CR10568,C02026,Credit,Blocked
CR10569,C02805,Credit,Active
CR10570,C01462,Credit,Active
CR10571,C01351,Debit,Blocked
CR10572,C02401,Debit,Expired
CR10573,C01438,Debit,Active
CR10574,C03176,Credit,Blocked
CR10575,C01979,Credit,Blocked
CR10576,C04527,Debit,Active
CR10577,C03796,Debit,Blocked
CR10578,C03523,Credit,Expired
CR10579,C03435,Debit,Blocked
CR10580,C01376,Credit,Blocked
CR10581,C04539,Credit,Active
CR10582,C01919,Credit,Active
CR10583,C00694,Debit,Active
CR10584,C04357,Credit,Active
CR10585,C00722,Debit,Active
CR10586,C03174,Debit,Active
CR10587,C03623,Credit,Blocked
CR10588,C04011,Debit,Active
CR10589,C03712,Debit,Blocked
CR10590,C02067,Credit,Expired
CR10591,C03895,Debit,Blocked
CR10592,C04953,Debit,Blocked
CR10593,C04712,Debit,Active
CR10594,C01246,Debit,Active
CR10595,C04836,Credit,Blocked
CR10596,C04833,Credit,Active
CR10597,C01191,Debit,Blocked
CR10598,C00074,Credit,Expired
CR10599,C03792,Credit,Blocked
CR10600,C02801,Credit,Expired
CR10601,C02449,Debit,Blocked
CR10602,C03653,Credit,Blocked
CR10603,C00133,Debit,Active
CR10604,C02805,Credit,Blocked
CR10605,C00026,Debit,Active
CR10606,C00942,Debit,Expired
CR10607,C01243,Debit,Blocked
CR10608,C03766,Debit,Active
CR10609,C04444,Credit,Blocked
CR10610,C00362,Debit,Blocked
CR10611,C04702,Debit,Expired
CR10612,C02762,Credit,Blocked
CR10613,C01490,Credit,Active
CR10614,C02453,Debit,Active
CR10615,C01586,Debit,Expired
CR10616,C02500,Debit,Expired
CR10617,C02765,Credit,Active
CR10618,C01745,Debit,Expired
CR10619,C02876,Credit,Expired
CR10620,C00370,Debit,Expired
CR10621,C03222,Debit,Blocked
CR10622,C04996,Debit,Expired
CR10623,C00766,Credit,Expired
CR10624,C03375,Debit,Blocked
CR10625,C00356,Credit,Active
CR10626,C04498,Credit,Blocked
CR10627,C02186,Debit,Blocked
CR10628,C02441,Credit,Expired
CR10629,C01417,Credit,Expired
CR10630,C02307,Credit,Expired
CR10631,C01070,Debit,Blocked
CR10632,C00438,Credit,Blocked
CR10633,C01734,Credit,Active
CR10634,C04859,Credit,Blocked
CR10635,C04521,Debit,Active
CR10636,C01755,Credit,Active
CR10637,C04447,Debit,Blocked
CR10638,C02174,Debit,Blocked
CR10639,C04627,Debit,Expired
CR10640,C01149,Credit,Blocked
CR10641,C02905,Debit,Blocked
CR10642,C00476,Credit,Expired
CR10643,C03740,Debit,Expired
CR10644,C04596,Credit,Expired
CR10645,C02987,Debit,Blocked
CR10646,C03382,Debit,Blocked
CR10647,C02809,Debit,Active
CR10648,C02402,Debit,Expired
CR10649,C03302,Credit,Expired
CR10650,C04390,Credit,Active
CR10651,C01939,Debit,Blocked
CR10652,C02422,Credit,Active
CR10653,C03425,Debit,Active
CR10654,C02149,Debit,Blocked
CR10655,C01655,Credit,Expired
CR10656,C04876,Credit,Expired
CR10657,C03669,Credit,Blocked
CR10658,C00321,Credit,Blocked
CR10659,C03093,Debit,Expired
CR10660,C00968,Debit,Blocked
CR10661,C04369,Credit,Active
CR10662,C01946,Credit,Expired
CR10663,C02258,Credit,Blocked
CR10664,C03954,Debit,Active
CR10665,C02520,Credit,Expired
CR10666,C03538,Debit,Expired
CR10667,C00309,Credit,Expired
CR10668,C01909,Credit,Expired
CR10669,C00056,Credit,Expired
CR10670,C02448,Debit,Active
CR10671,C01278,Debit,Active
CR10672,C03841,Credit,Active
CR10673,C00421,Debit,Expired
CR10674,C02044,Credit,Blocked
CR10675,C03582,Debit,Blocked
CR10676,C02708,Debit,Active
CR10677,C00790,Debit,Active
CR10678,C02615,Credit,Active
CR10679,C03130,Credit,Blocked
CR10680,C03772,Credit,Expired
CR10681,C00138,Debit,Expired
CR10682,C00685,Debit,Blocked
CR10683,C01239,Credit,Expired
CR10684,C03526,Credit,Expired
CR10685,C04344,Debit,Expired
CR10686,C03601,Credit,Expired
CR10687,C03210,Debit,Active
CR10688,C04278,Credit,Active
CR10689,C00455,Credit,Blocked
CR10690,C02137,Credit,Blocked
CR10691,C03703,Debit,Active
CR10692,C04731,Credit,Active
CR10693,C04513,Debit,Blocked
CR10694,C01234,Debit,Active
CR10695,C04826,Credit,Expired
CR10696,C03940,Debit,Blocked
CR10697,C04856,Debit,Blocked
CR10698,C02934,Debit,Blocked
CR10699,C03689,Credit,Blocked
CR10700,C01279,Debit,Active
CR10701,C04721,Debit,Active
CR10702,C03413,Debit,Expired
CR10703,C03877,Debit,Active
CR10704,C01292,Debit,Expired
CR10705,C04535,Credit,Blocked
CR10706,C02799,Debit,Active
CR10707,C03182,Credit,Expired
CR10708,C02479,Credit,Blocked
CR10709,C00961,Debit,Blocked
CR10710,C03345,Debit,Expired
CR10711,C02265,Credit,Blocked
CR10712,C00296,Debit,Expired
CR10713,C02030,Debit,Active
CR10714,C03850,Debit,Expired
CR10715,C03324,Credit,Active
CR10716,C02012,Credit,Active
CR10717,C01839,Debit,Active
CR10718,C03296,Credit,Active
CR10719,C01319,Debit,Blocked
CR10720,C00295,Credit,Expired
CR10721,C02350,Credit,Active
CR10722,C04399,Debit,Blocked
CR10723,C04376,Debit,Active
CR10724,C01404,Debit,Expired
CR10725,C03847,Debit,Blocked
CR10726,C02277,Credit,Blocked
CR10727,C01915,Debit,Active
CR10728,C04160,Debit,Active
CR10729,C02207,Credit,Expired
CR10730,C00073,Credit,Expired
CR10731,C03895,Debit,Active
CR10732,C01862,Debit,Active
CR10733,C04530,Credit,Blocked
CR10734,C00218,Credit,Expired
CR10735,C04773,Debit,Active
CR10736,C04757,Credit,Expired
CR10737,C02860,Debit,Blocked
CR10738,C02902,Credit,Expired
CR10739,C04993,Debit,Expired
CR10740,C04554,Debit,Blocked
CR10741,C04330,Credit,Active
CR10742,C02862,Debit,Blocked
CR10743,C02810,Debit,Blocked
CR10744,C03153,Credit,Blocked
CR10745,C00007,Debit,Expired
CR10746,C00575,Credit,Blocked
CR10747,C01394,Credit,Blocked
CR10748,C01800,Debit,Active
CR10749,C04125,Credit,Expired
CR10750,C03356,Credit,Expired
CR10751,C04618,Debit,Active
CR10752,C01210,Credit,Blocked
CR10753,C04768,Credit,Expired
CR10754,C01614,Credit,Active
CR10755,C01044,Debit,Blocked
CR10756,C03196,Debit,Expired
CR10757,C01941,Debit,Blocked
CR10758,C00009,Credit,Active
CR10759,C02766,Credit,Expired
CR10760,C00142,Debit,Blocked
CR10761,C03250,Credit,Expired
CR10762,C02740,Debit,Expired
CR10763,C00854,Credit,Active
CR10764,C02214,Credit,Expired
CR10765,C02937,Credit,Active
CR10766,C02196,Debit,Active
CR10767,C00689,Credit,Blocked
CR10768,C02872,Debit,Active
CR10769,C02137,Debit,Blocked
CR10770,C04178,Credit,Expired
CR10771,C04567,Debit,Blocked
CR10772,C04873,Debit,Active
CR10773,C02569,Credit,Active
CR10774,C03559,Credit,Expired
CR10775,C03390,Debit,Expired
CR10776,C03875,Credit,Active
CR10777,C00835,Debit,Active
CR10778,C01494,Credit,Active
CR10779,C00494,Debit,Expired
CR10780,C00431,Debit,Active
CR10781,C03105,Credit,Blocked
CR10782,C04617,Credit,Active
CR10783,C04795,Debit,Blocked
CR10784,C01573,Debit,Expired
CR10785,C01428,Credit,Active
CR10786,C02471,Debit,Active
CR10787,C03729,Credit,Active
CR10788,C03474,Credit,Active
CR10789,C01175,Debit,Blocked
CR10790,C02862,Credit,Active
CR10791,C04423,Credit,Active
CR10792,C02475,Debit,Active
CR10793,C02634,Debit,Expired
CR10794,C04432,Credit,Expired
CR10795,C04308,Credit,Blocked
CR10796,C03749,Credit,Active
CR10797,C01560,Credit,Blocked
CR10798,C01374,Debit,Blocked
CR10799,C01709,Credit,Expired
CR10800,C01991,Credit,Expired
CR10801,C03316,Debit,Expired
CR10802,C00811,Credit,Blocked
CR10803,C01915,Credit,Blocked
CR10804,C01908,Credit,Blocked
CR10805,C02028,Credit,Expired
CR10806,C02396,Credit,Expired
CR10807,C02798,Credit,Expired
CR10808,C02888,Debit,Expired
CR10809,C02995,Debit,Active
CR10810,C02479,Credit,Expired
CR10811,C04151,Credit,Blocked
CR10812,C04285,Credit,Blocked
CR10813,C01380,Credit,Blocked
CR10814,C02410,Credit,Blocked
CR10815,C01205,Credit,Active
CR10816,C04415,Credit,Blocked
CR10817,C01952,Debit,Blocked
CR10818,C02178,Debit,Active
CR10819,C01637,Credit,Blocked
CR10820,C04782,Debit,Active
CR10821,C01781,Debit,Blocked
CR10822,C00013,Debit,Expired
CR10823,C04697,Credit,Active
CR10824,C01225,Credit,Expired
CR10825,C04131,Credit,Expired
CR10826,C02161,Debit,Active
CR10827,C03914,Debit,Active
CR10828,C03987,Credit,Blocked
CR10829,C03766,Credit,Expired
CR10830,C03913,Credit,Blocked
CR10831,C03360,Debit,Active
CR10832,C04533,Credit,Active
CR10833,C01891,Debit,Active
CR10834,C01053,Debit,Active
CR10835,C00860,Debit,Expired
CR10836,C03571,Credit,Active
CR10837,C03941,Debit,Blocked
CR10838,C01651,Debit,Blocked
CR10839,C03055,Credit,Expired
CR10840,C03787,Credit,Active
CR10841,C00074,Credit,Expired
CR10842,C01962,Credit,Blocked
CR10843,C00724,Debit,Blocked
CR10844,C02029,Debit,Active
CR10845,C02044,Credit,Blocked
CR10846,C02118,Credit,Expired
CR10847,C02455,Debit,Blocked
CR10848,C03003,Credit,Active
CR10849,C01100,Credit,Expired
CR10850,C04471,Credit,Blocked
CR10851,C00694,Credit,Expired
CR10852,C04463,Debit,Expired
CR10853,C01110,Credit,Expired
CR10854,C04012,Credit,Active
CR10855,C03907,Debit,Blocked
CR10856,C02063,Debit,Active
CR10857,C01699,Credit,Active
CR10858,C02288,Credit,Active
CR10859,C01196,Credit,Expired
CR10860,C03365,Debit,Expired
CR10861,C00991,Debit,Expired
CR10862,C03899,Credit,Expired
CR10863,C02153,Debit,Expired
CR10864,C02371,Debit,Expired
CR10865,C01300,Credit,Expired
CR10866,C03690,Credit,Blocked
CR10867,C03849,Credit,Active
CR10868,C00365,Credit,Active
CR10869,C00631,Credit,Expired
CR10870,C01237,Credit,Blocked
CR10871,C04065,Credit,Expired
CR10872,C03712,Debit,Active
CR10873,C03242,Credit,Blocked
CR10874,C03290,Debit,Expired
CR10875,C03610,Debit,Blocked
CR10876,C02712,Credit,Expired
CR10877,C00057,Credit,Blocked
CR10878,C04887,Credit,Blocked
CR10879,C02268,Debit,Active
CR10880,C01666,Credit,Blocked
CR10881,C01484,Credit,Active
CR10882,C00194,Debit,Expired
CR10883,C04904,Debit,Blocked
CR10884,C04290,Credit,Active
CR10885,C01793,Credit,Expired
CR10886,C04974,Debit,Active
CR10887,C00031,Debit,Expired
CR10888,C00277,Debit,Expired
CR10889,C00540,Credit,Blocked
CR10890,C04113,Credit,Expired
CR10891,C04393,Debit,Blocked
CR10892,C03422,Debit,Blocked
CR10893,C01134,Debit,Blocked
CR10894,C00356,Debit,Active
CR10895,C04455,Debit,Blocked
CR10896,C04490,Credit,Expired
CR10897,C04001,Debit,Active
CR10898,C02798,Credit,Expired
CR10899,C04290,Debit,Expired
CR10900,C00870,Credit,Active
CR10901,C04297,Debit,Expired
CR10902,C01187,Debit,Blocked
CR10903,C02201,Credit,Active
CR10904,C02988,Debit,Active
CR10905,C01446,Debit,Blocked
CR10906,C03593,Debit,Active
CR10907,C03221,Credit,Expired
CR10908,C04730,Debit,Blocked
CR10909,C03797,Debit,Expired
CR10910,C03315,Credit,Active
CR10911,C03157,Debit,Expired
CR10912,C02032,Debit,Active
CR10913,C03577,Credit,Blocked
CR10914,C02404,Credit,Active
CR10915,C00808,Credit,Active
CR10916,C04954,Debit,Blocked
CR10917,C03002,Credit,Active
CR10918,C02702,Credit,Blocked
CR10919,C03731,Credit,Blocked
CR10920,C03403,Credit,Active
CR10921,C03048,Debit,Active
CR10922,C01218,Debit,Expired
CR10923,C00858,Credit,Blocked
CR10924,C02307,Credit,Blocked
CR10925,C02920,Credit,Blocked
CR10926,C03519,Credit,Blocked
CR10927,C00375,Debit,Active
CR10928,C03421,Debit,Blocked
CR10929,C02292,Debit,Active
CR10930,C03013,Debit,Expired
CR10931,C03221,Credit,Expired
CR10932,C04050,Credit,Active
CR10933,C00308,Credit,Expired
CR10934,C04416,Debit,Blocked
CR10935,C02237,Credit,Active
CR10936,C04545,Debit,Active
CR10937,C02647,Debit,Blocked
CR10938,C02682,Debit,Active
CR10939,C03555,Debit,Expired
CR10940,C00939,Debit,Expired
CR10941,C04272,Credit,Active
CR10942,C01421,Debit,Blocked
CR10943,C02085,Debit,Blocked
CR10944,C02891,Credit,Expired
CR10945,C01556,Credit,Expired
CR10946,C01158,Debit,Expired
CR10947,C00069,Debit,Blocked
CR10948,C00677,Debit,Expired
CR10949,C03633,Debit,Blocked
CR10950,C01573,Credit,Blocked
CR10951,C03989,Debit,Expired
CR10952,C00380,Credit,Expired
CR10953,C04512,Credit,Blocked
CR10954,C03019,Credit,Active
CR10955,C00730,Credit,Active
CR10956,C01972,Credit,Expired
CR10957,C02901,Credit,Expired
CR10958,C03882,Debit,Expired
CR10959,C00420,Credit,Expired
CR10960,C02133,Debit,Active
CR10961,C02206,Debit,Expired
CR10962,C02881,Credit,Active
CR10963,C01762,Credit,Expired
CR10964,C03255,Debit,Blocked
CR10965,C00142,Credit,Blocked
CR10966,C04882,Credit,Active
CR10967,C02822,Credit,Active
CR10968,C03781,Debit,Active
CR10969,C03732,Debit,Blocked
CR10970,C02977,Credit,Blocked
CR10971,C04695,Credit,Expired
CR10972,C01072,Debit,Blocked
CR10973,C03747,Debit,Blocked
CR10974,C01021,Credit,Expired
CR10975,C01178,Debit,Active
CR10976,C01227,Debit,Expired
CR10977,C03387,Credit,Expired
CR10978,C01398,Credit,Blocked
CR10979,C01495,Debit,Blocked
CR10980,C01488,Credit,Expired
CR10981,C04706,Credit,Expired
CR10982,C02511,Credit,Active
CR10983,C04966,Credit,Blocked
CR10984,C04159,Credit,Expired
CR10985,C03740,Credit,Active
CR10986,C04443,Debit,Expired
CR10987,C00136,Credit,Active
CR10988,C02022,Debit,Active
CR10989,C03013,Debit,Expired
CR10990,C00473,Credit,Active
CR10991,C03161,Debit,Expired
CR10992,C02978,Credit,Expired
CR10993,C00612,Debit,Blocked
CR10994,C00764,Credit,Active
CR10995,C02712,Credit,Active
CR10996,C01517,Credit,Expired
CR10997,C03799,Debit,Active
CR10998,C00842,Credit,Blocked
CR10999,C01282,Credit,Blocked
CR11000,C01920,Debit,Blocked
CR11001,C03437,Debit,Active
CR11002,C02801,Credit,Expired
CR11003,C04119,Credit,Active
CR11004,C00061,Credit,Active
CR11005,C00140,Debit,Expired
CR11006,C01581,Credit,Expired
CR11007,C03366,Credit,Expired
CR11008,C00570,Credit,Active
CR11009,C03699,Debit,Blocked
CR11010,C03498,Credit,Expired
CR11011,C01869,Debit,Expired
CR11012,C03030,Credit,Active
CR11013,C00663,Credit,Expired
CR11014,C02025,Credit,Blocked
CR11015,C04388,Credit,Active
CR11016,C00833,Credit,Expired
CR11017,C04881,Credit,Blocked
CR11018,C00723,Debit,Active
CR11019,C02583,Credit,Blocked
CR11020,C02209,Debit,Blocked
CR11021,C01905,Credit,Expired
CR11022,C00877,Credit,Expired
CR11023,C00272,Debit,Expired
CR11024,C00184,Debit,Blocked
CR11025,C04205,Debit,Expired
CR11026,C00889,Debit,Blocked
CR11027,C04129,Debit,Active
CR11028,C04161,Debit,Blocked
CR11029,C03753,Debit,Expired
CR11030,C03267,Credit,Expired
CR11031,C01682,Credit,Active
CR11032,C04159,Credit,Active
CR11033,C03875,Debit,Active
CR11034,C04330,Debit,Blocked
CR11035,C03274,Debit,Blocked
CR11036,C04256,Credit,Blocked
CR11037,C00460,Credit,Expired
CR11038,C03037,Debit,Expired
CR11039,C03797,Credit,Blocked
CR11040,C02467,Credit,Blocked
CR11041,C02026,Credit,Active
CR11042,C00719,Debit,Expired
CR11043,C00106,Credit,Active
CR11044,C01728,Debit,Expired
CR11045,C00888,Debit,Active
CR11046,C01411,Credit,Expired
CR11047,C02809,Debit,Active
CR11048,C04022,Credit,Blocked
CR11049,C03969,Credit,Active
CR11050,C03842,Credit,Blocked
CR11051,C04056,Credit,Blocked
CR11052,C04990,Debit,Expired
CR11053,C03327,Debit,Blocked
CR11054,C01702,Debit,Blocked
CR11055,C03028,Credit,Expired
CR11056,C00489,Credit,Active
CR11057,C00766,Credit,Expired
CR11058,C01354,Debit,Active
CR11059,C02526,Debit,Expired
CR11060,C03809,Debit,Active
CR11061,C04698,Debit,Active
CR11062,C03094,Debit,Expired
CR11063,C03762,Credit,Blocked
CR11064,C00307,Credit,Expired
CR11065,C01784,Debit,Blocked
CR11066,C01820,Credit,Blocked
CR11067,C01726,Debit,Blocked
CR11068,C00124,Credit,Blocked
CR11069,C03768,Credit,Expired
CR11070,C04288,Debit,Blocked
CR11071,C02078,Credit,Blocked
CR11072,C00073,Credit,Blocked
CR11073,C01973,Credit,Active
CR11074,C01655,Credit,Expired
CR11075,C04632,Debit,Expired
CR11076,C00498,Credit,Active
CR11077,C03999,Credit,Blocked
CR11078,C02283,Debit,Blocked
CR11079,C04225,Credit,Active
CR11080,C01437,Debit,Active
CR11081,C03994,Debit,Blocked
CR11082,C04873,Credit,Expired
CR11083,C01098,Debit,Active
CR11084,C01183,Credit,Expired
CR11085,C02962,Debit,Expired
CR11086,C04033,Credit,Blocked
CR11087,C03292,Credit,Expired
CR11088,C04921,Credit,Expired
CR11089,C02071,Debit,Blocked
CR11090,C02132,Credit,Expired
CR11091,C03609,Debit,Blocked
CR11092,C02071,Debit,Expired
CR11093,C03481,Debit,Expired
CR11094,C04779,Credit,Expired
CR11095,C01932,Debit,Active
CR11096,C03166,Debit,Blocked
CR11097,C02333,Credit,Blocked
CR11098,C02103,Debit,Blocked
CR11099,C01851,Debit,Blocked
CR11100,C02991,Debit,Blocked
CR11101,C00925,Credit,Active
CR11102,C03097,Debit,Expired
CR11103,C04014,Debit,Expired
CR11104,C03404,Credit,Blocked
CR11105,C01346,Credit,Blocked
CR11106,C00178,Debit,Expired
CR11107,C02833,Credit,Blocked
CR11108,C03131,Credit,Blocked
CR11109,C00662,Credit,Expired
CR11110,C00276,Debit,Blocked
CR11111,C04010,Credit,Active
CR11112,C02571,Credit,Expired
CR11113,C02158,Debit,Blocked
CR11114,C00672,Credit,Active
CR11115,C02999,Credit,Blocked
CR11116,C01688,Debit,Expired
CR11117,C01207,Debit,Expired
CR11118,C00959,Debit,Active
CR11119,C02126,Credit,Expired
CR11120,C01586,Debit,Active
CR11121,C03929,Debit,Active
CR11122,C03974,Debit,Blocked
CR11123,C03180,Credit,Expired
CR11124,C01290,Debit,Blocked
CR11125,C01271,Debit,Active
CR11126,C04172,Credit,Active
CR11127,C04368,Debit,Blocked
CR11128,C03297,Credit,Blocked
CR11129,C00369,Debit,Active
CR11130,C00566,Debit,Active
CR11131,C00971,Debit,Active
CR11132,C04055,Credit,Expired
CR11133,C04263,Credit,Active
CR11134,C02796,Credit,Expired
CR11135,C01858,Credit,Blocked
CR11136,C02634,Debit,Blocked
CR11137,C00371,Debit,Blocked
CR11138,C01527,Credit,Blocked
CR11139,C02313,Debit,Expired
CR11140,C02153,Credit,Active
CR11141,C01364,Credit,Blocked
CR11142,C01897,Debit,Active
CR11143,C01305,Credit,Expired
CR11144,C03513,Credit,Blocked
CR11145,C03506,Credit,Expired
CR11146,C02929,Debit,Active
CR11147,C02652,Debit,Active
CR11148,C02022,Debit,Expired
CR11149,C00453,Credit,Active
CR11150,C00329,Credit,Blocked
CR11151,C04169,Credit,Blocked
CR11152,C02068,Credit,Active
CR11153,C01137,Credit,Expired
CR11154,C04333,Credit,Blocked
CR11155,C03384,Credit,Active
CR11156,C03473,Debit,Active
CR11157,C01673,Credit,Expired
CR11158,C01486,Credit,Expired
CR11159,C02446,Debit,Expired
CR11160,C02047,Credit,Expired
CR11161,C01315,Credit,Expired
CR11162,C03217,Credit,Expired
CR11163,C04736,Debit,Blocked
CR11164,C00438,Credit,Expired
CR11165,C00631,Credit,Blocked
CR11166,C02221,Credit,Active
CR11167,C04566,Debit,Expired
CR11168,C01750,Credit,Blocked
CR11169,C02311,Debit,Blocked
CR11170,C01141,Debit,Expired
CR11171,C03513,Credit,Blocked
CR11172,C01376,Debit,Active
CR11173,C02905,Credit,Blocked
CR11174,C02155,Credit,Blocked
CR11175,C01095,Debit,Active
CR11176,C00501,Credit,Expired
CR11177,C03322,Credit,Blocked
CR11178,C00414,Debit,Expired
CR11179,C00407,Credit,Active
CR11180,C02617,Credit,Blocked
CR11181,C04508,Debit,Blocked
CR11182,C04556,Debit,Blocked
CR11183,C02776,Debit,Expired
CR11184,C04659,Debit,Active
CR11185,C04198,Credit,Expired
CR11186,C00417,Credit,Expired
CR11187,C03789,Debit,Expired
CR11188,C03092,Credit,Blocked
CR11189,C03967,Credit,Active
CR11190,C02908,Credit,Expired
CR11191,C01551,Debit,Expired
CR11192,C04658,Credit,Expired
CR11193,C04296,Credit,Active
CR11194,C02892,Credit,Blocked
CR11195,C01748,Credit,Blocked
CR11196,C02849,Debit,Blocked
CR11197,C01249,Debit,Expired
CR11198,C01952,Credit,Blocked
CR11199,C00697,Debit,Expired
CR11200,C01110,Debit,Expired
CR11201,C03417,Debit,Blocked
CR11202,C00535,Credit,Active
CR11203,C02871,Credit,Active
CR11204,C04852,Credit,Active
CR11205,C04118,Debit,Expired
CR11206,C04699,Debit,Blocked
CR11207,C02835,Debit,Active
CR11208,C00700,Credit,Expired
CR11209,C04516,Debit,Active
CR11210,C03271,Credit,Active
CR11211,C04949,Debit,Expired
CR11212,C01473,Debit,Expired
CR11213,C00752,Debit,Expired
CR11214,C00557,Debit,Expired
CR11215,C02528,Credit,Expired
CR11216,C00922,Debit,Active
CR11217,C04568,Debit,Active
CR11218,C01817,Debit,Expired
CR11219,C01428,Debit,Blocked
CR11220,C02191,Credit,Expired
CR11221,C01366,Credit,Blocked
CR11222,C04087,Credit,Active
CR11223,C00750,Credit,Blocked
CR11224,C03286,Credit,Blocked
CR11225,C03815,Debit,Blocked
CR11226,C02028,Debit,Active
CR11227,C03890,Credit,Expired
CR11228,C01326,Credit,Active
CR11229,C04255,Credit,Active
CR11230,C02338,Credit,Blocked
CR11231,C01767,Debit,Active
CR11232,C03388,Debit,Expired
CR11233,C02844,Credit,Blocked
CR11234,C02543,Credit,Blocked
CR11235,C00301,Debit,Blocked
CR11236,C01037,Debit,Expired
CR11237,C00798,Debit,Active
CR11238,C02128,Credit,Blocked
CR11239,C03097,Debit,Blocked
CR11240,C01853,Credit,Expired
CR11241,C01695,Debit,Expired
CR11242,C04568,Credit,Active
CR11243,C00962,Debit,Blocked
CR11244,C01164,Credit,Expired
CR11245,C03014,Credit,Expired
