AccountID,CustomerID,AccountType,Balance
A08161,C01582,Current,565333
A08162,C00613,Savings,433351
A08163,C03880,Savings,55294
A08164,C00812,Savings,391072
A08165,C04369,Current,194382
A08166,C02162,Current,272154
A08167,C01571,Savings,717538
A08168,C00793,Savings,512923
A08169,C03391,Savings,195255
A08170,C01946,Savings,930938
A08171,C03912,Savings,283676
A08172,C03658,Current,836441
A08173,C01900,Current,497220
A08174,C03679,Current,450691
A08175,C00933,Current,124815
A08176,C02240,Current,942436
A08177,C04702,Savings,528246
A08178,C00672,Current,318562
A08179,C00448,Savings,625263
A08180,C03036,Savings,560458
A08181,C00694,Savings,266997
A08182,C03468,Savings,440637
A08183,C02598,Current,598396
A08184,C00508,Current,205813
A08185,C00101,Current,517574
A08186,C03192,Current,571454
A08187,C03684,Current,428354
A08188,C02163,Current,200862
A08189,C04208,Savings,602529
A08190,C03835,Current,136653
A08191,C01507,Current,319436
A08192,C03907,Current,789165
A08193,C01760,Savings,321093
A08194,C02046,Savings,359959
A08195,C03596,Savings,571444
A08196,C00423,Savings,175893
A08197,C01205,Current,283092
A08198,C00675,Current,962791
A08199,C01812,Savings,444132
A08200,C01071,Current,749374
A08201,C02523,Current,157309
A08202,C03169,Savings,907172
A08203,C03737,Current,132920
A08204,C01566,Savings,93190
A08205,C03686,Savings,737458
A08206,C00678,Current,414550
A08207,C04247,Current,604585
A08208,C01359,Savings,306690
A08209,C01556,Current,591939
A08210,C03421,Savings,257279
A08211,C04245,Current,571609
A08212,C03300,Savings,359229
A08213,C01079,Savings,659861
A08214,C04404,Savings,462978
A08215,C04016,Current,325555
A08216,C03704,Current,963188
A08217,C02324,Savings,256818
A08218,C04635,Current,689003
A08219,C02474,Savings,310122
A08220,C03934,Current,979906
A08221,C04641,Savings,807826
A08222,C03173,Current,974139
A08223,C02832,Savings,474099
A08224,C03054,Savings,490369
A08225,C04141,Current,190909
A08226,C02581,Savings,640753
A08227,C01587,Savings,60378
A08228,C02646,Current,560028
A08229,C01636,Savings,717470
A08230,C02212,Current,617087
A08231,C01329,Current,724463
A08232,C04691,Savings,190161
A08233,C01714,Savings,875345
A08234,C03879,Savings,342727
A08235,C02413,Current,366015
A08236,C04267,Current,107636
A08237,C02580,Current,622386
A08238,C03465,Savings,270760
A08239,C00839,Current,221264
A08240,C04965,Savings,403527
A08241,C00726,Savings,727397
A08242,C03740,Current,997944
A08243,C03299,Savings,719026
A08244,C00957,Savings,132137
A08245,C04494,Savings,370762
A08246,C02099,Current,103342
A08247,C02570,Current,66303
A08248,C04227,Savings,340127
A08249,C02975,Current,379907
A08250,C03175,Current,109300
A08251,C00494,Current,227638
A08252,C04130,Current,412784
A08253,C01024,Savings,168482
A08254,C02300,Savings,405019
A08255,C00990,Current,68390
A08256,C03039,Current,853886
A08257,C03774,Savings,809027
A08258,C00225,Current,897801
A08259,C01817,Savings,661735
A08260,C00722,Current,78027
A08261,C02028,Savings,920739
A08262,C04096,Current,766756
A08263,C02529,Current,857455
A08264,C04356,Current,253196
A08265,C01428,Current,435694
A08266,C04588,Savings,932513
A08267,C02005,Savings,265819
A08268,C00785,Current,892134
A08269,C01919,Savings,204901
A08270,C04567,Savings,162186
A08271,C03064,Savings,552594
A08272,C00498,Savings,100300
A08273,C03471,Current,925055
A08274,C03008,Current,281514
A08275,C00380,Savings,483246
A08276,C04574,Current,873061
A08277,C02531,Savings,69605
A08278,C04887,Savings,599180
A08279,C03332,Savings,177031
A08280,C03817,Current,421433
A08281,C03907,Savings,379908
A08282,C02916,Savings,714442
A08283,C04070,Savings,11433
A08284,C03230,Savings,653662
A08285,C01493,Savings,217748
A08286,C04107,Current,666682
A08287,C04758,Current,718447
A08288,C02175,Savings,888296
A08289,C04849,Current,943028
A08290,C03206,Current,814464
A08291,C02591,Current,719034
A08292,C02330,Current,438134
A08293,C01490,Current,572936
A08294,C03655,Current,384432
A08295,C04172,Savings,618186
A08296,C00413,Current,348970
A08297,C01428,Current,861827
A08298,C03036,Savings,997377
A08299,C02336,Savings,940779
A08300,C02410,Current,992132
A08301,C02131,Current,771628
A08302,C03488,Savings,692369
A08303,C03711,Current,837080
A08304,C03097,Current,222540
A08305,C00061,Current,92261
A08306,C03394,Savings,759663
A08307,C01317,Savings,980148
A08308,C00421,Savings,925200
A08309,C02330,Current,355315
A08310,C02340,Current,700139
A08311,C02834,Current,172498
A08312,C02178,Current,625800
A08313,C04668,Current,60383
A08314,C02830,Savings,308797
A08315,C00545,Current,785460
A08316,C03762,Current,289435
A08317,C00832,Current,564774
A08318,C00282,Current,9370
A08319,C01908,Current,248544
A08320,C00397,Current,172661
A08321,C02379,Savings,983964
A08322,C02777,Current,749617
A08323,C02634,Savings,231475
A08324,C03028,Savings,266565
A08325,C02174,Savings,966829
A08326,C00956,Savings,444011
A08327,C04138,Savings,270957
A08328,C00865,Savings,990479
A08329,C01952,Savings,579228
A08330,C03383,Current,996425
A08331,C03207,Savings,380770
A08332,C04956,Savings,100896
A08333,C02238,Savings,512340
A08334,C00117,Savings,341233
A08335,C01432,Savings,662993
A08336,C01465,Current,380944
A08337,C04909,Current,103388
A08338,C01042,Current,140586
A08339,C00686,Savings,956976
A08340,C04135,Current,472280
A08341,C02965,Savings,376175
A08342,C02423,Current,701027
A08343,C01916,Current,838160
A08344,C03604,Savings,246454
A08345,C01247,Current,498226
A08346,C01709,Current,701522
A08347,C03726,Savings,628052
A08348,C01347,Savings,830497
A08349,C01217,Savings,926897
A08350,C03474,Savings,783022
A08351,C00423,Current,206075
A08352,C01482,Savings,280304
A08353,C02148,Savings,454406
A08354,C01457,Savings,520820
A08355,C02487,Current,802259
A08356,C01114,Current,787349
A08357,C03711,Current,426064
A08358,C03963,Current,293271
A08359,C02082,Savings,735267
A08360,C03769,Current,28874
A08361,C00395,Savings,4335
A08362,C01647,Current,794804
A08363,C04790,Savings,721519
A08364,C03234,Savings,237599
A08365,C02550,Savings,955036
A08366,C00730,Savings,185795
A08367,C02833,Current,856182
A08368,C01815,Savings,246275
A08369,C00039,Savings,569125
A08370,C02630,Current,198681
A08371,C01569,Current,722166
A08372,C00920,Savings,782370
A08373,C03431,Current,410545
A08374,C03917,Savings,658536
A08375,C04184,Savings,874280
A08376,C01313,Savings,352243
A08377,C00790,Current,192403
A08378,C02653,Savings,635629
A08379,C04656,Savings,151352
A08380,C03022,Savings,30432
A08381,C02623,Current,206172
A08382,C00966,Current,374888
A08383,C01226,Current,650261
A08384,C02057,Current,752313
A08385,C01513,Savings,230063
A08386,C00629,Current,491932
A08387,C00063,Savings,870880
A08388,C01380,Savings,728821
A08389,C01567,Current,137246
A08390,C01310,Current,510340
A08391,C01113,Current,780982
A08392,C04807,Current,294395
A08393,C02112,Current,497018
A08394,C03788,Savings,423249
A08395,C01908,Savings,53336
A08396,C00218,Savings,491962
A08397,C03842,Savings,201205
A08398,C04328,Current,506169
A08399,C00737,Savings,448420
A08400,C02941,Savings,306303
A08401,C02126,Current,859797
A08402,C02638,Current,530277
A08403,C02225,Savings,731234
A08404,C02999,Current,682044
A08405,C03471,Savings,155533
A08406,C04566,Current,274998
A08407,C02352,Current,588182
A08408,C01042,Savings,757008
A08409,C03095,Savings,171134
A08410,C00395,Current,263236
A08411,C04786,Current,775531
A08412,C04436,Savings,283584
A08413,C01480,Current,221894
A08414,C04459,Savings,214023
A08415,C04604,Current,288391
A08416,C04585,Savings,272729
A08417,C02340,Savings,241224
A08418,C04728,Savings,502789
A08419,C02838,Savings,126766
A08420,C03720,Savings,778137
A08421,C04053,Current,785761
A08422,C00334,Current,830943
A08423,C01972,Current,822822
A08424,C03307,Savings,947526
A08425,C03575,Savings,535160
A08426,C02567,Savings,91961
A08427,C01722,Current,34322
A08428,C03397,Current,737306
A08429,C03032,Current,381329
A08430,C02601,Savings,928345
A08431,C01657,Current,995001
A08432,C01352,Savings,617155
A08433,C01289,Current,546953
A08434,C03400,Savings,129750
A08435,C02486,Savings,620828
A08436,C03440,Savings,414091
A08437,C01457,Savings,388026
A08438,C04398,Savings,789152
A08439,C00261,Current,320803
A08440,C01250,Current,844269
A08441,C00252,Savings,575806
A08442,C02838,Savings,75068
A08443,C04340,Savings,787979
A08444,C04733,Savings,454306
A08445,C00248,Savings,956809
A08446,C02433,Savings,930654
A08447,C04516,Current,481210
A08448,C03833,Current,686529
A08449,C03724,Savings,868004
A08450,C03018,Current,491713
A08451,C03652,Current,653000
A08452,C00002,Current,572893
A08453,C00158,Savings,803201
A08454,C02436,Savings,366795
A08455,C00881,Current,167994
A08456,C03593,Savings,176242
A08457,C01400,Current,108760
A08458,C01204,Savings,41982
A08459,C02386,Savings,530808
A08460,C01297,Current,138152
A08461,C03044,Savings,960362
A08462,C01071,Savings,977076
A08463,C00800,Savings,681684
A08464,C04608,Current,753451
A08465,C02358,Savings,210926
A08466,C03332,Savings,312760
A08467,C00761,Current,351753
A08468,C03763,Savings,309300
A08469,C01326,Savings,714718
A08470,C01859,Savings,27005
A08471,C01898,Current,286361
A08472,C04927,Savings,915791
A08473,C01401,Current,508996
A08474,C04628,Savings,56351
A08475,C00630,Current,171546
A08476,C00041,Savings,488474
A08477,C01778,Savings,175495
A08478,C03642,Current,578289
A08479,C00252,Current,701703
A08480,C03919,Current,673631
A08481,C03866,Current,697483
A08482,C03898,Current,70836
A08483,C01921,Current,64499
A08484,C04705,Savings,465452
A08485,C03117,Savings,802078
A08486,C00552,Current,726268
A08487,C03983,Savings,788427
A08488,C03557,Current,99952
A08489,C03161,Current,375444
A08490,C00832,Savings,725736
A08491,C00648,Savings,528163
A08492,C00545,Current,609325
A08493,C01651,Current,775187
A08494,C01154,Savings,835881
A08495,C01235,Savings,31381
A08496,C04132,Savings,898670
A08497,C03002,Current,967422
A08498,C04027,Savings,827493
A08499,C04641,Current,633811
A08500,C04742,Savings,101430
A08501,C00500,Current,501241
A08502,C01348,Savings,827944
A08503,C03381,Current,952715
A08504,C00532,Savings,278050
A08505,C04912,Current,655567
A08506,C01327,Savings,282185
A08507,C03387,Savings,808141
A08508,C03995,Current,120838
A08509,C04686,Savings,318245
A08510,C01365,Current,157760
A08511,C00249,Savings,577429
A08512,C00525,Savings,67913
A08513,C01738,Savings,514777
A08514,C01141,Current,663028
A08515,C04978,Current,271657
A08516,C01179,Savings,362310
A08517,C02230,Current,152632
A08518,C04449,Savings,330531
A08519,C04874,Current,709851
A08520,C04348,Savings,538778
A08521,C02489,Current,405963
A08522,C00433,Current,64824
A08523,C00179,Savings,738714
A08524,C01385,Current,734662
A08525,C04877,Current,269483
A08526,C00243,Savings,86827
A08527,C04574,Savings,190537
A08528,C04457,Savings,693823
A08529,C01725,Savings,924926
A08530,C01412,Current,285384
A08531,C02692,Current,268873
A08532,C00199,Current,707907
A08533,C01572,Current,438390
A08534,C00396,Current,41453
A08535,C03396,Current,515425
A08536,C01351,Savings,932347
A08537,C02971,Savings,224808
A08538,C03475,Savings,307266
A08539,C02597,Savings,85853
A08540,C00984,Current,156173
A08541,C01220,Current,223131
A08542,C03582,Current,86359
A08543,C03997,Current,268526
A08544,C03138,Savings,573289
A08545,C00275,Savings,752370
A08546,C04498,Savings,85559
A08547,C00444,Savings,782301
A08548,C04502,Current,212158
A08549,C03502,Savings,508292
A08550,C04142,Savings,684812
A08551,C03549,Current,509912
A08552,C03480,Savings,120907
A08553,C00151,Current,712821
A08554,C02491,Current,599790
A08555,C00895,Savings,194367
A08556,C04449,Current,408642
A08557,C03039,Current,614015
A08558,C01274,Savings,86051
A08559,C04596,Current,909673
A08560,C00979,Current,713651
A08561,C01611,Savings,686257
A08562,C00789,Current,160380
A08563,C01668,Current,138052
A08564,C01142,Savings,532012
A08565,C01688,Current,674993
A08566,C02696,Savings,369670
A08567,C00188,Current,596020
A08568,C01717,Current,404413
A08569,C00967,Savings,20434
A08570,C04696,Savings,229934
A08571,C02199,Savings,225548
A08572,C04371,Current,614876
A08573,C00130,Savings,376650
A08574,C03135,Current,432471
A08575,C03005,Current,180975
A08576,C04187,Savings,742285
A08577,C03854,Current,4396
A08578,C02767,Savings,339743
A08579,C04034,Savings,920618
A08580,C02716,Current,389383
A08581,C04749,Current,956522
A08582,C01229,Current,212667
A08583,C01005,Current,935001
A08584,C03853,Current,9077
A08585,C02673,Savings,994920
A08586,C04547,Current,766347
A08587,C04112,Savings,895032
A08588,C01638,Savings,673572
A08589,C03573,Current,123651
A08590,C01094,Savings,51658
A08591,C01535,Savings,127225
A08592,C03703,Savings,336516
A08593,C03183,Savings,891263
A08594,C04334,Savings,505614
A08595,C02949,Savings,471743
A08596,C03428,Savings,147846
A08597,C00521,Current,220405
A08598,C04460,Current,667901
A08599,C04836,Current,471943
A08600,C04460,Savings,981081
A08601,C04056,Savings,979473
A08602,C00762,Savings,560738
A08603,C04333,Savings,712644
A08604,C02351,Current,930415
A08605,C03306,Savings,229717
A08606,C03168,Savings,530069
A08607,C01279,Savings,955759
A08608,C04330,Current,1203
A08609,C00640,Current,212465
A08610,C01257,Savings,596415
A08611,C00435,Current,489612
A08612,C03092,Savings,82645
A08613,C04421,Savings,499532
A08614,C04047,Savings,250523
A08615,C00190,Savings,657691
A08616,C03621,Current,507544
A08617,C01846,Savings,595085
A08618,C00918,Current,236882
A08619,C00056,Current,36207
A08620,C01604,Current,640448
A08621,C01391,Savings,41730
A08622,C03041,Savings,285601
A08623,C01114,Savings,627798
A08624,C03347,Savings,988680
A08625,C00769,Savings,157787
A08626,C02174,Current,909821
A08627,C01149,Current,764834
A08628,C01130,Current,810042
A08629,C04767,Savings,704892
A08630,C03899,Savings,937567
A08631,C00088,Current,140366
A08632,C00258,Current,560926
A08633,C04428,Current,950134
A08634,C04701,Savings,380767
A08635,C01433,Current,495767
A08636,C00831,Current,352627
A08637,C01731,Current,299313
A08638,C00140,Savings,790840
A08639,C04225,Savings,70598
A08640,C04312,Savings,547926
A08641,C01826,Current,39616
A08642,C04661,Current,77481
A08643,C03278,Current,91213
A08644,C02036,Savings,449053
A08645,C00633,Savings,475412
A08646,C03553,Current,806747
A08647,C04005,Savings,718625
A08648,C02793,Current,537494
A08649,C04380,Savings,443612
A08650,C02508,Current,154568
A08651,C04333,Current,392509
A08652,C03440,Savings,540680
A08653,C03290,Current,615293
A08654,C03670,Current,470067
A08655,C02013,Current,679271
A08656,C02439,Savings,798612
A08657,C02821,Current,192679
A08658,C04247,Savings,522687
A08659,C00446,Savings,507616
A08660,C02555,Current,737401
A08661,C00410,Savings,339921
A08662,C01563,Current,77169
A08663,C02241,Current,124424
A08664,C03078,Current,923792
A08665,C00435,Current,675769
A08666,C02214,Current,249161
A08667,C04417,Savings,427181
A08668,C02600,Current,165326
A08669,C00752,Current,191894
A08670,C04520,Current,963610
A08671,C00723,Savings,622386
A08672,C00175,Current,801825
A08673,C01886,Current,718113
A08674,C02618,Current,261418
A08675,C04692,Savings,458486
A08676,C04066,Savings,381561
A08677,C02014,Current,325747
A08678,C00378,Savings,157175
A08679,C01010,Current,188809
A08680,C00186,Savings,215762
A08681,C02855,Savings,574394
A08682,C00414,Current,668268
A08683,C02775,Savings,298867
A08684,C00426,Savings,319534
A08685,C01162,Current,311218
A08686,C03148,Current,752412
A08687,C02688,Current,148229
A08688,C01415,Savings,617864
A08689,C00903,Current,536037
A08690,C01000,Current,243565
A08691,C04227,Current,550815
A08692,C02147,Savings,865512
A08693,C02959,Savings,894381
A08694,C04022,Savings,162946
A08695,C00681,Current,288506
A08696,C02390,Current,933814
A08697,C02586,Savings,685399
A08698,C01834,Current,218171
A08699,C02755,Current,723764
A08700,C00894,Current,563796
A08701,C04402,Savings,972825
A08702,C04253,Savings,300435
A08703,C04684,Savings,10834
A08704,C01088,Savings,464383
A08705,C04870,Savings,331293
A08706,C02894,Savings,281357
A08707,C00974,Current,93132
A08708,C03022,Savings,743629
A08709,C02018,Current,348225
A08710,C00683,Savings,850900
A08711,C03769,Savings,968261
A08712,C03295,Current,392316
A08713,C00220,Savings,690645
A08714,C01130,Savings,238797
A08715,C01158,Savings,708787
A08716,C03445,Current,575313
A08717,C00161,Savings,462035
A08718,C03114,Savings,781286
A08719,C02809,Savings,857150
A08720,C01462,Savings,288386
A08721,C02614,Savings,830143
A08722,C04150,Current,262773
A08723,C03978,Current,219743
A08724,C01067,Current,360096
A08725,C01020,Current,22439
A08726,C03379,Current,281322
A08727,C00532,Savings,920530
A08728,C04899,Current,424138
A08729,C02058,Savings,476170
A08730,C04785,Current,529249
A08731,C04289,Savings,549212
A08732,C00854,Savings,673246
A08733,C04176,Savings,779963
A08734,C02804,Current,183581
A08735,C00128,Current,277081
A08736,C02056,Savings,905107
A08737,C02898,Savings,72245
A08738,C02833,Current,37741
A08739,C01703,Savings,596429
A08740,C01831,Current,507239
A08741,C04263,Savings,345585
A08742,C04748,Savings,350668
A08743,C02528,Savings,378718
A08744,C03095,Savings,251744
A08745,C02154,Current,708470
A08746,C00234,Savings,115357
A08747,C02261,Savings,692503
A08748,C04503,Savings,818173
A08749,C02491,Current,464411
A08750,C01926,Savings,590977
A08751,C00955,Current,966355
A08752,C04379,Current,512567
A08753,C00438,Current,637624
A08754,C03029,Current,60044
A08755,C04553,Current,54954
A08756,C04498,Savings,650634
A08757,C02942,Savings,445693
A08758,C01389,Current,757651
A08759,C02320,Current,29329
A08760,C01725,Current,21093
A08761,C02583,Current,454126
A08762,C00677,Savings,22431
A08763,C01259,Current,214011
A08764,C03358,Savings,625479
A08765,C04259,Current,99006
A08766,C01879,Savings,124444
A08767,C00237,Current,850092
A08768,C02976,Current,836450
A08769,C01568,Savings,66141
A08770,C01176,Current,913813
A08771,C04225,Current,324735
A08772,C00398,Current,66342
A08773,C04995,Savings,741534
A08774,C04440,Current,611938
A08775,C04137,Savings,885913
A08776,C00721,Savings,935933
A08777,C03278,Current,42567
A08778,C00380,Current,50811
A08779,C01148,Savings,271826
A08780,C02555,Current,226680
A08781,C03264,Current,159777
A08782,C00884,Current,687692
A08783,C01458,Savings,65646
A08784,C01214,Current,573188
A08785,C02389,Current,501783
A08786,C00151,Current,80713
A08787,C00324,Current,338643
A08788,C00949,Savings,144162
A08789,C03500,Savings,547011
A08790,C01589,Current,582303
A08791,C02532,Current,133396
A08792,C03422,Savings,527901
A08793,C02505,Current,804307
A08794,C02107,Current,968250
A08795,C01080,Current,407843
A08796,C01660,Current,925478
A08797,C03784,Current,56721
A08798,C00839,Current,396114
A08799,C01769,Current,422835
A08800,C01301,Current,356990
A08801,C00293,Savings,262504
A08802,C01433,Current,800150
A08803,C00871,Current,575359
A08804,C04266,Current,993417
A08805,C01398,Current,492362
A08806,C01661,Current,574846
A08807,C02581,Current,256151
A08808,C00685,Savings,161430
A08809,C04794,Current,206788
A08810,C04608,Savings,761721
A08811,C00522,Current,489157
A08812,C04341,Savings,618239
A08813,C00247,Savings,532766
A08814,C02707,Current,59617
A08815,C00984,Savings,555673
A08816,C01712,Savings,760965
A08817,C03234,Current,844842
A08818,C04939,Savings,923968
A08819,C00112,Savings,390311
A08820,C00746,Current,328251
A08821,C02247,Savings,514012
A08822,C01500,Savings,9597
A08823,C04256,Current,905316
A08824,C00406,Savings,492133
A08825,C04915,Savings,578874
A08826,C04789,Current,871569
A08827,C03079,Savings,937522
A08828,C02658,Savings,834307
A08829,C03481,Current,145946
A08830,C04632,Current,803776
A08831,C01579,Savings,593709
A08832,C03253,Current,864954
A08833,C01783,Current,490618
A08834,C03472,Savings,104333
A08835,C00584,Savings,417511
A08836,C03968,Savings,366675
A08837,C02053,Savings,619518
A08838,C01690,Savings,187386
A08839,C03218,Savings,741003
A08840,C01570,Current,725379
A08841,C03475,Savings,665558
A08842,C03930,Current,819952
A08843,C02179,Current,644906
A08844,C04295,Current,514366
A08845,C02596,Savings,368762
A08846,C04849,Savings,492286
A08847,C03943,Savings,71559
A08848,C02486,Current,85625
A08849,C04051,Current,257053
A08850,C04187,Current,425851
A08851,C01733,Savings,445377
A08852,C03242,Current,150459
A08853,C00648,Current,828588
A08854,C04953,Current,455600
A08855,C02401,Savings,560255
A08856,C01836,Savings,168366
A08857,C02532,Savings,212047
A08858,C02872,Current,715718
A08859,C02982,Current,190937
A08860,C04360,Current,93545
A08861,C03861,Savings,109769
A08862,C01588,Savings,518493
A08863,C04397,Current,36828
A08864,C01748,Savings,436697
A08865,C02300,Current,810888
A08866,C01544,Current,381155
A08867,C01738,Savings,121163
A08868,C02903,Current,148049
A08869,C03600,Savings,367948
A08870,C01941,Savings,624031
A08871,C03300,Savings,792066
A08872,C02838,Current,871240
A08873,C00582,Savings,890755
A08874,C03768,Savings,376697
A08875,C01713,Current,603741
A08876,C03124,Current,602816
A08877,C01106,Savings,679190
A08878,C03024,Current,609241
A08879,C00597,Current,238713
A08880,C02062,Savings,313712
A08881,C01051,Savings,82937
A08882,C03708,Savings,956237
A08883,C01585,Savings,231370
A08884,C00507,Savings,66218
A08885,C01265,Savings,464323
A08886,C03211,Savings,903394
A08887,C01540,Current,137916
A08888,C00945,Current,717582
A08889,C01503,Savings,320962
A08890,C02603,Current,824546
A08891,C01443,Savings,947590
A08892,C01315,Savings,782338
A08893,C03577,Current,281753
A08894,C02190,Current,990876
A08895,C02591,Savings,907537
A08896,C02769,Current,626280
A08897,C03023,Savings,312991
A08898,C01568,Current,469448
A08899,C03437,Savings,532014
A08900,C01765,Current,561186
A08901,C02517,Current,442582
A08902,C00888,Savings,554760
A08903,C02575,Current,458341
A08904,C04285,Current,224563
A08905,C02817,Current,5274
A08906,C04605,Current,345856
A08907,C01759,Current,770827
A08908,C00452,Current,849030
A08909,C02899,Savings,14255
A08910,C01730,Savings,963600
A08911,C03115,Savings,169956
A08912,C01428,Savings,635494
A08913,C01234,Current,927080
A08914,C00891,Savings,901219
A08915,C03751,Savings,417426
A08916,C02497,Current,551984
A08917,C00649,Current,656228
A08918,C04241,Current,249241
A08919,C03143,Savings,176437
A08920,C04823,Current,704466
A08921,C03120,Savings,323115
A08922,C01570,Current,353584
A08923,C02787,Current,638292
A08924,C03505,Current,364279
A08925,C01475,Current,210252
A08926,C03015,Savings,424711
A08927,C04158,Current,919660
A08928,C03999,Savings,999201
A08929,C04062,Current,249087
A08930,C02265,Current,935199
A08931,C04743,Savings,287294
A08932,C00798,Savings,693221
A08933,C02168,Savings,751267
A08934,C01627,Current,486445
A08935,C04267,Current,591755
A08936,C01818,Current,934158
A08937,C03548,Savings,247324
A08938,C03523,Savings,621464
A08939,C02205,Current,673730
A08940,C00471,Savings,273204
A08941,C03281,Current,676216
A08942,C00254,Current,986868
A08943,C04255,Savings,842651
A08944,C03884,Savings,382515
A08945,C02353,Savings,923807
A08946,C03743,Savings,534052
A08947,C03633,Savings,109930
A08948,C02310,Savings,182305
A08949,C01904,Savings,775030
A08950,C01374,Savings,15594
A08951,C03602,Current,198068
A08952,C01959,Current,849584
A08953,C01390,Savings,333502
A08954,C01726,Savings,816431
A08955,C02725,Current,707079
A08956,C01620,Savings,720276
A08957,C02286,Current,145782
A08958,C00830,Current,522689
A08959,C02792,Current,608293
A08960,C00932,Current,655870
A08961,C02079,Savings,205265
A08962,C01911,Savings,549512
A08963,C00594,Current,236422
A08964,C01386,Current,878454
A08965,C02998,Current,332316
A08966,C04445,Savings,373675
A08967,C00703,Current,923705
A08968,C01337,Current,174740
A08969,C03020,Current,331947
A08970,C00297,Current,584582
A08971,C00208,Current,232290
A08972,C03469,Current,697265
A08973,C01117,Savings,765315
A08974,C00674,Savings,757600
A08975,C03753,Current,269783
A08976,C01889,Savings,3953
A08977,C00369,Savings,618692
A08978,C01323,Savings,296598
A08979,C02600,Savings,320806
A08980,C02016,Savings,78390
A08981,C01508,Savings,747224
A08982,C04532,Savings,578124
A08983,C03287,Current,612426
A08984,C04454,Current,696797
A08985,C02734,Current,404454
A08986,C01803,Savings,875648
A08987,C02682,Current,515777
A08988,C03226,Savings,761796
A08989,C01147,Savings,667506
A08990,C01173,Current,937752
A08991,C03923,Savings,879002
A08992,C00365,Savings,860798
A08993,C03829,Current,79503
A08994,C02624,Savings,276636
A08995,C03095,Current,980496
A08996,C01732,Savings,962164
A08997,C04539,Current,802871
A08998,C04981,Savings,237380
A08999,C00284,Current,423167
A09000,C03835,Savings,717498
A09001,C01386,Savings,120462
A09002,C03621,Current,556441
A09003,C02611,Savings,355947
A09004,C02282,Savings,402090
A09005,C00074,Current,812726
A09006,C00772,Savings,479257
A09007,C02635,Current,594011
A09008,C04543,Savings,97110
A09009,C04847,Savings,192009
A09010,C03442,Current,159084
A09011,C04408,Savings,597934
A09012,C04082,Current,551167
A09013,C00615,Savings,558784
A09014,C03301,Current,104636
A09015,C03272,Savings,998389
A09016,C00277,Current,701443
A09017,C02790,Current,472916
A09018,C00691,Savings,598132
A09019,C04259,Current,523649
A09020,C01210,Current,747361
A09021,C02007,Savings,381826
A09022,C00373,Current,676382
A09023,C01204,Savings,318824
A09024,C01095,Savings,147566
A09025,C04409,Current,224311
A09026,C03928,Current,507782
A09027,C04999,Current,952202
A09028,C02652,Current,83168
A09029,C03724,Savings,661081
A09030,C03818,Savings,872831
A09031,C00763,Savings,332033
A09032,C01356,Savings,174122
A09033,C03744,Savings,99357
A09034,C00771,Current,492038
A09035,C03337,Savings,30028
A09036,C04258,Savings,438246
A09037,C04565,Current,319079
A09038,C00277,Current,896378
A09039,C03746,Savings,441980
A09040,C04822,Current,707319
A09041,C01500,Savings,168011
A09042,C04976,Current,440185
A09043,C04603,Savings,271468
A09044,C01580,Savings,863246
A09045,C04079,Current,508679
A09046,C00926,Current,66927
A09047,C02880,Savings,173689
A09048,C02257,Savings,971502
A09049,C01189,Savings,643119
A09050,C00575,Savings,839774
A09051,C03087,Current,807571
A09052,C02064,Savings,711803
A09053,C00088,Current,585583
A09054,C00800,Savings,399028
A09055,C02591,Current,497538
A09056,C03417,Savings,59142
A09057,C02472,Current,938943
A09058,C00550,Savings,169413
A09059,C03285,Current,890895
A09060,C01585,Current,699214
A09061,C03602,Savings,692699
A09062,C04745,Savings,697756
A09063,C03425,Savings,994029
A09064,C02799,Current,656460
A09065,C01849,Current,861180
A09066,C03130,Savings,554437
A09067,C00392,Current,590279
A09068,C00149,Current,919712
A09069,C00527,Current,739121
A09070,C01602,Savings,553882
A09071,C03617,Current,304729
A09072,C04996,Current,159409
A09073,C00576,Savings,916283
A09074,C00337,Savings,774211
A09075,C03604,Savings,737052
A09076,C01413,Savings,421098
A09077,C00525,Current,225656
A09078,C00745,Savings,942900
A09079,C04673,Savings,256968
A09080,C02589,Savings,405487
A09081,C02149,Current,575900
A09082,C01203,Current,988195
A09083,C04719,Current,596932
A09084,C04420,Current,466531
A09085,C01266,Savings,779439
A09086,C00336,Savings,787658
A09087,C01530,Current,14144
A09088,C02336,Savings,265836
A09089,C04251,Savings,83520
A09090,C01540,Savings,547050
A09091,C01991,Current,958264
A09092,C01383,Current,751608
A09093,C04530,Savings,579909
A09094,C00890,Current,231183
A09095,C04945,Current,897250
A09096,C01828,Savings,128423
A09097,C01859,Current,99389
A09098,C01693,Savings,915842
A09099,C01535,Savings,682571
A09100,C02157,Savings,503702
A09101,C00587,Current,268697
A09102,C01785,Current,710908
A09103,C02669,Current,394872
A09104,C01837,Current,707577
A09105,C02709,Savings,452385
A09106,C04537,Current,950086
A09107,C02478,Current,157927
A09108,C03423,Current,21534
A09109,C01954,Current,4902
A09110,C01345,Current,969323
A09111,C04162,Savings,581936
A09112,C02856,Savings,134002
A09113,C03341,Current,391892
A09114,C04880,Savings,153468
A09115,C00801,Current,210020
A09116,C04425,Savings,319389
A09117,C03008,Current,155889
A09118,C03819,Current,74097
A09119,C03683,Savings,406513
A09120,C01485,Savings,861785
A09121,C03841,Savings,68589
A09122,C03628,Current,303535
A09123,C03382,Current,987033
A09124,C03720,Current,278944
