TransactionID,AccountID,Amount,Type,Channel,Date
T046222,A08796,113790,Online,ATM,2025-08-24
T046223,A00696,75786,Transfer,Branch,2025-02-04
T046224,A02374,84491,POS,Web,2026-02-26
T046225,A08575,105864,Transfer,Web,2025-09-02
T046226,A02128,4998,ATM,Branch,2025-02-27
T046227,A04720,150073,POS,Web,2025-02-05
T046228,A06319,145653,POS,Web,2025-11-27
T046229,A03910,142907,ATM,ATM,2025-03-18
T046230,A07365,59331,Transfer,Web,2025-01-09
T046231,A07549,139546,Online,Web,2026-03-20
T046232,A03959,152259,Transfer,Branch,2026-04-26
T046233,A08712,125395,ATM,Mobile,2026-03-14
T046234,A04580,130132,ATM,Web,2026-03-31
T046235,A05554,65267,POS,Web,2025-11-11
T046236,A07335,113879,ATM,Mobile,2025-11-07
T046237,A06465,80328,POS,Mobile,2025-07-16
T046238,A01427,169786,ATM,Mobile,2025-02-26
T046239,A05356,124116,Online,Web,2025-12-03
T046240,A09778,31432,POS,Web,2025-11-08
T046241,A07690,73398,POS,ATM,2025-04-10
T046242,A01093,23791,POS,Mobile,2025-05-08
T046243,A01522,180113,ATM,Web,2026-01-07
T046244,A02013,23320,POS,Mobile,2025-04-15
T046245,A00644,195965,ATM,Mobile,2026-03-07
T046246,A06701,22122,Online,Mobile,2025-05-31
T046247,A08727,8326,ATM,Branch,2026-05-10
T046248,A05767,160820,ATM,Branch,2025-01-02
T046249,A07426,17614,Online,Mobile,2025-02-23
T046250,A05904,64942,Transfer,Web,2025-12-18
T046251,A09510,52598,ATM,ATM,2025-10-06
T046252,A03111,8169,ATM,ATM,2025-06-11
T046253,A00828,54534,Online,Branch,2026-02-15
T046254,A04715,2006,Transfer,ATM,2025-02-14
T046255,A00046,153433,POS,Mobile,2025-12-26
T046256,A07936,105175,ATM,Branch,2025-07-12
T046257,A00620,153071,Transfer,Branch,2026-03-06
T046258,A06155,91646,ATM,Mobile,2025-10-17
T046259,A08959,167167,POS,Web,2025-07-19
T046260,A08512,195291,Transfer,Mobile,2025-07-22
T046261,A08179,18671,ATM,Branch,2025-02-12
T046262,A07917,148450,Transfer,Web,2026-01-03
T046263,A06866,112205,Transfer,ATM,2025-05-06
T046264,A05554,128895,ATM,Branch,2025-05-10
T046265,A00748,47555,Transfer,Branch,2025-01-12
T046266,A07575,125745,Transfer,Mobile,2025-10-06
T046267,A08151,174167,ATM,ATM,2025-10-06
T046268,A08423,107676,POS,Web,2025-05-25
T046269,A09064,151811,Transfer,Mobile,2025-07-13
T046270,A02801,34781,POS,Branch,2025-03-23
T046271,A06263,61240,ATM,ATM,2026-04-07
T046272,A00619,145164,Online,ATM,2025-12-21
T046273,A02470,88405,POS,Branch,2026-03-05
T046274,A01453,33317,ATM,ATM,2025-06-10
T046275,A07681,147062,ATM,Web,2025-01-07
T046276,A07756,21519,POS,Mobile,2025-06-15
T046277,A07237,6313,POS,Mobile,2025-11-06
T046278,A06355,105907,Transfer,Branch,2025-06-28
T046279,A01916,39911,Online,ATM,2025-12-11
T046280,A02096,140518,POS,ATM,2025-01-09
T046281,A05087,88739,POS,Mobile,2025-09-04
T046282,A06266,191888,Online,ATM,2026-01-06
T046283,A02426,82280,POS,Mobile,2026-02-15
T046284,A01556,136014,POS,Mobile,2026-05-06
T046285,A07651,85849,Online,Web,2025-01-07
T046286,A06225,72144,Online,ATM,2025-01-20
T046287,A09807,30361,Online,ATM,2025-04-23
T046288,A05789,33334,Online,Mobile,2025-02-06
T046289,A04532,80473,POS,Mobile,2025-04-16
T046290,A06082,42492,Online,Mobile,2025-10-15
T046291,A09520,45292,POS,Branch,2025-02-03
T046292,A07980,122896,POS,Branch,2025-05-04
T046293,A03802,105163,Online,Branch,2025-06-08
T046294,A03599,100606,POS,ATM,2026-01-16
T046295,A07400,155912,Transfer,Mobile,2025-10-04
T046296,A02692,83087,Transfer,Branch,2025-03-15
T046297,A03587,174996,POS,ATM,2026-04-22
T046298,A05525,146667,Transfer,ATM,2025-11-13
T046299,A00298,1966,POS,Branch,2026-02-17
T046300,A08744,100028,POS,Branch,2025-08-08
T046301,A03727,148237,ATM,ATM,2025-07-05
T046302,A05134,91451,POS,Mobile,2025-08-05
T046303,A01646,84054,ATM,ATM,2026-03-11
T046304,A08859,109890,POS,ATM,2025-06-08
T046305,A04960,42978,ATM,Mobile,2026-05-15
T046306,A04594,198163,ATM,Mobile,2025-02-17
T046307,A04878,2486,Online,Branch,2025-05-31
T046308,A00276,189599,ATM,ATM,2025-12-05
T046309,A06950,198727,POS,Mobile,2026-04-02
T046310,A04721,188868,Transfer,Mobile,2025-06-16
T046311,A05051,132676,Transfer,ATM,2025-10-31
T046312,A03493,75878,Transfer,Branch,2025-12-13
T046313,A08270,130357,Transfer,Web,2025-11-21
T046314,A01349,20076,ATM,Web,2026-02-14
T046315,A06786,117278,ATM,Mobile,2025-11-20
T046316,A04306,174354,POS,Mobile,2026-04-19
T046317,A02739,190853,POS,ATM,2025-01-17
T046318,A08331,131393,ATM,Web,2026-05-03
T046319,A00469,168403,Online,Mobile,2025-11-28
T046320,A03988,771,POS,ATM,2025-12-30
T046321,A00847,139829,ATM,Mobile,2025-03-09
T046322,A04742,120256,ATM,Branch,2025-07-24
T046323,A00385,111301,POS,Mobile,2026-01-31
T046324,A07599,163426,ATM,Branch,2025-05-08
T046325,A05907,132351,Online,ATM,2026-02-11
T046326,A09521,115515,POS,Web,2025-07-21
T046327,A02355,148652,Transfer,Branch,2025-02-26
T046328,A01673,111997,Transfer,ATM,2025-03-02
T046329,A05363,37800,Online,Mobile,2025-07-15
T046330,A00271,41420,ATM,Branch,2025-12-03
T046331,A09824,165047,ATM,ATM,2025-08-07
T046332,A03243,19140,POS,ATM,2025-08-14
T046333,A04847,109257,Transfer,ATM,2025-08-02
T046334,A09257,51820,Online,Mobile,2025-10-29
T046335,A09517,42385,ATM,Branch,2025-08-29
T046336,A01370,9464,POS,Branch,2025-10-14
T046337,A01956,13274,Online,Web,2025-09-28
T046338,A09222,137181,POS,Mobile,2025-06-01
T046339,A09715,47636,Transfer,ATM,2026-03-24
T046340,A05126,50626,POS,Web,2025-08-21
T046341,A04664,165019,POS,ATM,2025-04-05
T046342,A06100,84710,Online,Mobile,2025-12-22
T046343,A01648,16416,Transfer,Web,2025-12-13
T046344,A00528,119120,POS,Web,2025-10-29
T046345,A09107,3192,POS,Branch,2026-02-14
T046346,A05570,62902,Online,ATM,2026-01-11
T046347,A03939,10350,POS,ATM,2025-06-23
T046348,A00865,114734,POS,ATM,2025-12-14
T046349,A04550,70943,ATM,Branch,2025-01-12
T046350,A09411,167320,Transfer,Mobile,2025-05-29
T046351,A06580,174159,Transfer,Web,2025-05-27
T046352,A02039,55572,POS,Web,2026-01-05
T046353,A04573,107880,Online,Web,2025-10-25
T046354,A08555,21365,Online,Branch,2025-06-24
T046355,A06847,184539,Transfer,Branch,2026-05-15
T046356,A00392,61186,ATM,ATM,2025-12-28
T046357,A05899,137877,Online,Branch,2025-06-29
T046358,A01029,116419,Transfer,ATM,2025-10-31
T046359,A05368,185390,Transfer,Branch,2025-07-09
T046360,A09179,83081,Online,ATM,2026-02-23
T046361,A09791,47137,Transfer,Mobile,2025-07-08
T046362,A00863,29793,Transfer,Web,2026-03-04
T046363,A07181,143991,POS,Web,2025-03-21
T046364,A06847,164127,ATM,Web,2025-07-09
T046365,A00224,113069,POS,Mobile,2026-01-20
T046366,A01111,122865,Transfer,Web,2026-05-07
T046367,A01679,163672,Transfer,Mobile,2026-03-11
T046368,A07218,73414,Online,Mobile,2025-03-08
T046369,A05147,82952,Online,Branch,2025-01-14
T046370,A07811,22685,ATM,Web,2025-08-11
T046371,A01800,26201,POS,ATM,2026-04-05
T046372,A07380,100472,Transfer,Branch,2025-04-18
T046373,A07575,29647,Online,Web,2025-08-18
T046374,A03222,121277,ATM,Mobile,2026-04-05
T046375,A09975,111910,Online,Mobile,2025-02-17
T046376,A03325,82534,POS,Web,2025-07-19
T046377,A01628,93966,ATM,ATM,2025-11-05
T046378,A01931,60609,Transfer,Mobile,2025-08-13
T046379,A01048,127904,Transfer,Mobile,2026-02-22
T046380,A07077,140730,Online,Web,2026-01-24
T046381,A08784,129283,POS,Mobile,2025-11-04
T046382,A04640,167811,POS,Mobile,2025-01-16
T046383,A00203,192254,Transfer,Web,2025-02-14
T046384,A06849,39903,Transfer,Web,2025-02-22
T046385,A06013,5236,Online,Branch,2026-03-14
T046386,A07181,105238,Online,Branch,2025-06-04
T046387,A00366,28506,Transfer,ATM,2025-12-29
T046388,A05804,96260,ATM,Web,2025-10-24
T046389,A07389,133713,POS,Mobile,2026-02-09
T046390,A05016,146313,Transfer,Web,2025-04-08
T046391,A05743,83987,ATM,Mobile,2025-04-03
T046392,A06854,148364,Transfer,Branch,2026-03-31
T046393,A07455,117551,POS,Web,2025-05-30
T046394,A09268,154778,Transfer,Mobile,2026-03-12
T046395,A07736,28405,Transfer,Web,2026-02-24
T046396,A03409,75607,Online,ATM,2025-12-02
T046397,A09848,192661,Transfer,Web,2025-03-14
T046398,A01268,85983,POS,ATM,2026-04-19
T046399,A01101,93469,ATM,Mobile,2026-03-19
T046400,A04307,54134,ATM,ATM,2025-01-12
T046401,A01186,110210,Online,Mobile,2025-09-27
T046402,A02744,199504,ATM,Mobile,2025-11-29
T046403,A03605,25154,POS,Web,2026-05-01
T046404,A04495,43678,Transfer,Web,2025-01-12
T046405,A05600,112906,Transfer,Web,2025-10-20
T046406,A02699,102152,ATM,ATM,2026-04-09
T046407,A03540,69858,POS,Web,2025-06-24
T046408,A06423,46145,POS,ATM,2025-11-11
T046409,A03753,48880,Transfer,ATM,2025-07-30
T046410,A09246,39227,ATM,ATM,2025-09-07
T046411,A07884,166224,ATM,Web,2026-04-04
T046412,A05295,193559,ATM,ATM,2025-05-12
T046413,A00366,1668,Online,ATM,2025-08-11
T046414,A00325,91975,POS,ATM,2025-05-17
T046415,A02502,194992,ATM,Mobile,2025-10-25
T046416,A05296,6155,Transfer,Web,2025-11-29
T046417,A00591,37149,Transfer,Branch,2026-05-04
T046418,A01312,152533,POS,Web,2026-04-24
T046419,A02232,16813,Online,Mobile,2025-08-12
T046420,A09885,8652,Online,Branch,2025-08-24
T046421,A00077,3334,POS,Mobile,2025-09-25
T046422,A03328,199484,Online,ATM,2025-10-19
T046423,A02864,90576,Transfer,Web,2025-04-14
T046424,A05590,123418,Transfer,Web,2025-06-21
T046425,A08771,56126,POS,ATM,2025-02-22
T046426,A06642,64952,ATM,Mobile,2025-12-12
T046427,A02477,52217,POS,Mobile,2026-04-26
T046428,A07703,24560,Online,Mobile,2026-02-06
T046429,A03089,171406,ATM,ATM,2025-04-16
T046430,A00072,7490,Transfer,ATM,2025-03-21
T046431,A06260,105843,ATM,Web,2025-10-05
T046432,A00021,80951,POS,Mobile,2026-01-31
T046433,A05277,106550,Online,Branch,2025-03-22
T046434,A08612,132331,POS,Web,2025-12-20
T046435,A03945,51935,Transfer,Web,2025-09-15
T046436,A02918,113845,Online,Mobile,2025-10-04
T046437,A03174,83990,Transfer,Branch,2025-08-27
T046438,A06243,104473,Transfer,Mobile,2025-12-30
T046439,A02057,159373,Online,Mobile,2025-05-04
T046440,A08220,138257,POS,Web,2025-01-30
T046441,A00506,74657,Transfer,ATM,2025-09-24
T046442,A07650,148427,Online,Branch,2025-09-09
T046443,A07967,114729,ATM,ATM,2026-04-20
T046444,A07847,73374,Transfer,Mobile,2025-12-25
T046445,A07928,199893,Transfer,ATM,2025-02-26
T046446,A08513,16557,ATM,Mobile,2025-07-13
T046447,A02032,32010,POS,Web,2026-02-23
T046448,A06929,10651,POS,ATM,2026-02-05
T046449,A09504,28072,ATM,Branch,2025-04-23
T046450,A00892,126807,ATM,ATM,2025-02-13
T046451,A08604,179468,Online,Branch,2025-04-13
T046452,A03596,98138,Online,Branch,2025-07-29
T046453,A06886,120871,Online,Mobile,2025-11-11
T046454,A01270,192296,Transfer,Web,2025-07-13
T046455,A03967,158898,Transfer,Mobile,2026-02-25
T046456,A09898,85110,Transfer,ATM,2025-02-24
T046457,A06835,34675,ATM,Branch,2025-02-28
T046458,A07779,48316,ATM,Mobile,2026-05-11
T046459,A00674,107216,ATM,ATM,2025-01-09
T046460,A01091,105774,ATM,Branch,2025-12-19
T046461,A08730,153543,POS,Web,2026-01-31
T046462,A04031,96866,POS,Web,2025-09-16
T046463,A02672,55320,POS,Mobile,2025-01-17
T046464,A06651,189626,ATM,Web,2025-07-19
T046465,A09180,178760,POS,Branch,2025-05-03
T046466,A00797,38669,Transfer,ATM,2026-01-10
T046467,A01225,39501,POS,Branch,2026-03-09
T046468,A09885,19426,Transfer,ATM,2025-01-04
T046469,A01951,105677,Transfer,Mobile,2026-01-02
T046470,A03665,114701,ATM,ATM,2025-07-19
T046471,A05157,40691,ATM,Web,2025-10-14
T046472,A05720,65414,Online,Web,2025-05-08
T046473,A09722,168443,Online,Web,2026-03-16
T046474,A05431,191960,Online,Web,2025-11-30
T046475,A04161,82884,Online,Web,2026-02-01
T046476,A09288,6068,Online,Mobile,2025-05-01
T046477,A02260,166506,Online,Web,2025-03-05
T046478,A06625,56552,Online,Branch,2025-05-27
T046479,A06476,182103,ATM,ATM,2025-07-11
T046480,A01764,190827,Transfer,Mobile,2025-02-24
T046481,A01082,104737,Online,ATM,2025-01-01
T046482,A04771,10840,POS,Web,2025-01-20
T046483,A02125,3166,Transfer,Branch,2025-05-13
T046484,A02240,36952,Online,ATM,2025-11-22
T046485,A02782,183665,POS,ATM,2025-04-19
T046486,A01181,41000,Online,Branch,2025-04-08
T046487,A09981,13274,Online,Branch,2025-12-16
T046488,A07975,69764,Online,ATM,2025-12-07
T046489,A06822,8011,Online,Web,2025-06-07
T046490,A07279,66441,Transfer,ATM,2026-04-01
T046491,A00717,24430,ATM,Web,2025-06-05
T046492,A00390,129080,Transfer,Web,2026-04-25
T046493,A02581,71008,Online,Branch,2025-05-09
T046494,A06509,149652,Transfer,Web,2025-12-05
T046495,A06742,160989,Online,Branch,2025-10-20
T046496,A04979,45797,Online,Web,2026-02-08
T046497,A09829,59616,ATM,Web,2025-03-16
T046498,A02427,13746,POS,ATM,2025-10-21
T046499,A04603,134595,Online,Web,2026-03-02
T046500,A02076,125134,Transfer,ATM,2025-05-13
T046501,A08346,53583,Transfer,ATM,2025-02-02
T046502,A07164,36235,Online,ATM,2025-03-04
T046503,A00297,82709,ATM,Branch,2025-05-03
T046504,A01092,47033,ATM,Branch,2025-11-16
T046505,A01319,74362,ATM,Mobile,2026-03-08
T046506,A08843,14097,POS,Mobile,2025-11-24
T046507,A04787,74407,Transfer,Web,2026-02-02
T046508,A09797,7352,Transfer,ATM,2025-11-05
T046509,A09848,160966,POS,Web,2025-12-26
T046510,A02099,23856,POS,Web,2025-08-22
T046511,A02395,173370,ATM,ATM,2026-04-25
T046512,A04745,138608,ATM,ATM,2025-10-19
T046513,A00027,182048,POS,Mobile,2026-02-03
T046514,A03476,105245,Online,ATM,2025-03-01
T046515,A01895,123150,POS,Mobile,2025-08-29
T046516,A06034,119682,POS,Branch,2026-02-05
T046517,A03721,13041,POS,Branch,2025-12-20
T046518,A02632,31541,Online,Branch,2025-04-29
T046519,A01483,90796,POS,Mobile,2025-10-29
T046520,A08134,50954,POS,Mobile,2025-08-11
T046521,A01126,1446,POS,Mobile,2026-02-21
T046522,A01841,38669,POS,Mobile,2025-06-12
T046523,A02278,140010,Online,Branch,2025-10-02
T046524,A06468,177141,Online,Mobile,2026-02-27
T046525,A02393,122381,Transfer,Web,2025-03-31
T046526,A03237,167395,ATM,Mobile,2025-08-23
T046527,A04243,76023,Transfer,Web,2026-03-31
T046528,A08657,1080,Transfer,Branch,2025-10-06
T046529,A00510,181502,ATM,Branch,2026-04-23
T046530,A09315,193515,POS,Web,2025-05-30
T046531,A05069,35450,POS,Web,2026-03-15
T046532,A05245,116623,Transfer,Mobile,2025-12-25
T046533,A02469,41073,ATM,ATM,2025-04-17
T046534,A00147,199854,POS,Branch,2025-03-24
T046535,A06160,167345,Transfer,ATM,2025-10-31
T046536,A02413,153242,POS,Mobile,2026-01-07
T046537,A03640,180290,POS,ATM,2026-04-18
T046538,A05665,56293,POS,Mobile,2026-03-22
T046539,A06488,10930,POS,Branch,2025-07-29
T046540,A07819,49845,Transfer,Web,2025-06-03
T046541,A03228,123897,POS,Mobile,2025-04-10
T046542,A08460,122945,ATM,Branch,2025-06-18
T046543,A06588,2391,Online,Web,2026-04-16
T046544,A07710,191345,POS,Mobile,2025-10-28
T046545,A06778,57602,Transfer,Mobile,2026-03-09
T046546,A04008,177971,ATM,Web,2025-06-05
T046547,A01014,165487,Online,Branch,2026-04-18
T046548,A04935,137507,ATM,ATM,2026-01-03
T046549,A00605,68137,Transfer,Mobile,2026-04-11
T046550,A06625,29014,Online,Mobile,2025-01-20
T046551,A01403,86191,ATM,ATM,2025-07-14
T046552,A02464,113971,ATM,Branch,2025-08-15
T046553,A05452,38044,Transfer,Mobile,2025-03-07
T046554,A02262,24562,Online,ATM,2026-04-21
T046555,A05170,110997,ATM,ATM,2026-01-21
T046556,A03571,161874,Transfer,Branch,2025-08-03
T046557,A05130,15295,POS,Branch,2025-08-22
T046558,A00520,52111,POS,Mobile,2025-05-12
T046559,A04610,140658,Online,Mobile,2025-04-02
T046560,A09962,175314,POS,Web,2025-10-25
T046561,A03755,173555,ATM,Web,2025-08-06
T046562,A07510,153087,Transfer,Branch,2025-11-11
T046563,A00611,199087,POS,Web,2025-01-08
T046564,A01904,160035,Transfer,ATM,2026-02-13
T046565,A02248,180797,ATM,ATM,2026-01-16
T046566,A03762,160399,POS,ATM,2025-01-01
T046567,A05922,43371,Online,Branch,2025-06-07
T046568,A09363,66099,Transfer,Mobile,2025-06-25
T046569,A04583,166874,ATM,Web,2026-05-15
T046570,A02862,710,Online,ATM,2025-03-22
T046571,A01535,82075,ATM,Branch,2025-01-22
T046572,A01736,155028,Transfer,Web,2025-09-08
T046573,A06016,77046,Transfer,Branch,2025-12-20
T046574,A04266,15052,Online,Branch,2025-06-04
T046575,A00923,48771,Online,ATM,2025-01-13
T046576,A05394,158804,POS,Branch,2025-11-24
T046577,A07099,98723,POS,Web,2025-10-16
T046578,A02964,5239,Transfer,Mobile,2025-12-20
T046579,A01939,196862,Transfer,ATM,2025-07-18
T046580,A05371,123995,Online,Web,2025-12-18
T046581,A00300,1908,POS,Branch,2025-12-08
T046582,A06765,126192,ATM,Branch,2025-06-09
T046583,A01642,127750,ATM,ATM,2025-01-15
T046584,A03691,175941,ATM,Branch,2025-03-17
T046585,A09258,197638,ATM,Mobile,2026-02-02
T046586,A07456,128481,Online,Web,2025-04-09
T046587,A07367,127262,ATM,Branch,2025-06-24
T046588,A09804,52383,Online,Branch,2025-10-05
T046589,A01946,132350,ATM,ATM,2025-06-10
T046590,A09852,125691,POS,Mobile,2025-04-18
T046591,A09239,162048,ATM,Branch,2026-03-30
T046592,A05687,13000,ATM,Branch,2025-01-28
T046593,A05904,47899,POS,Branch,2025-09-11
T046594,A08585,80658,POS,ATM,2026-02-21
T046595,A02948,36788,POS,ATM,2025-09-20
T046596,A08497,145152,POS,Branch,2025-11-02
T046597,A06913,198289,POS,Web,2025-03-30
T046598,A05343,157051,Transfer,ATM,2025-06-07
T046599,A05940,101557,Transfer,Web,2025-04-09
T046600,A04098,80860,Transfer,ATM,2026-01-02
T046601,A01232,163249,POS,Web,2025-09-08
T046602,A00214,71362,Online,Mobile,2026-03-03
T046603,A08484,108497,Online,Mobile,2025-02-07
T046604,A06603,80810,ATM,Web,2026-02-04
T046605,A00339,5895,POS,Branch,2026-02-13
T046606,A09215,66693,Transfer,Web,2026-03-03
T046607,A01274,118479,Transfer,Mobile,2025-05-01
T046608,A01237,102875,ATM,Mobile,2026-03-03
T046609,A01761,198397,POS,Mobile,2025-12-18
T046610,A08365,7043,Transfer,Mobile,2025-11-22
T046611,A02396,10857,Transfer,ATM,2025-06-09
T046612,A06455,12112,Transfer,Web,2025-04-13
T046613,A00070,77668,POS,ATM,2025-09-08
T046614,A05429,129147,ATM,ATM,2026-03-27
T046615,A00839,198481,Online,Branch,2025-11-28
T046616,A07586,16881,POS,Mobile,2025-01-29
T046617,A02068,47287,ATM,Branch,2025-06-10
T046618,A04474,22985,Transfer,Web,2025-05-05
T046619,A04473,25997,Transfer,Web,2025-02-12
T046620,A09567,89250,ATM,Mobile,2025-02-21
T046621,A03126,94922,Transfer,Web,2025-11-21
T046622,A06375,79726,Online,Mobile,2025-08-08
T046623,A04124,151289,ATM,Mobile,2025-07-26
T046624,A00817,183580,Transfer,Mobile,2026-04-08
T046625,A02699,194219,Transfer,ATM,2025-02-18
T046626,A00583,191832,ATM,ATM,2025-12-21
T046627,A02544,75249,Online,Web,2025-07-18
T046628,A01844,162536,Transfer,Mobile,2025-03-10
T046629,A01494,142645,POS,Mobile,2025-07-07
T046630,A00919,140381,Transfer,ATM,2025-01-04
T046631,A05895,22772,POS,Web,2026-01-22
T046632,A04789,182088,ATM,Web,2026-04-22
T046633,A03308,68192,Transfer,Web,2025-06-23
T046634,A04231,134231,POS,Web,2026-01-21
T046635,A06837,42093,Transfer,ATM,2025-12-10
T046636,A03452,107924,ATM,Mobile,2025-11-28
T046637,A06475,6239,ATM,Branch,2026-01-25
T046638,A06763,23439,POS,Branch,2025-07-29
T046639,A07876,22297,Online,Mobile,2025-01-09
T046640,A05154,60513,POS,ATM,2025-11-22
T046641,A06355,79173,Transfer,Web,2026-02-05
T046642,A01247,179134,Transfer,Mobile,2025-03-02
T046643,A04052,38409,ATM,Branch,2025-01-06
T046644,A01861,165385,Transfer,Web,2025-05-03
T046645,A04952,138203,POS,ATM,2025-10-20
T046646,A04267,50931,Transfer,Web,2025-03-14
T046647,A09888,38012,Transfer,Web,2026-04-04
T046648,A02145,181251,Online,Mobile,2025-05-04
T046649,A01114,115519,ATM,Branch,2026-02-25
T046650,A07940,171073,Online,Mobile,2025-11-15
T046651,A08839,161656,POS,Branch,2025-01-21
T046652,A08012,103129,POS,ATM,2025-01-07
T046653,A00127,17445,POS,Branch,2025-11-28
T046654,A04613,106232,Online,Mobile,2025-07-13
T046655,A01167,174727,Online,Mobile,2025-10-16
T046656,A00548,123274,Transfer,Web,2025-07-20
T046657,A04441,12396,ATM,Mobile,2025-12-04
T046658,A03277,124619,POS,Branch,2025-08-17
T046659,A04362,103358,Online,Branch,2025-01-29
T046660,A08968,47988,POS,ATM,2025-11-25
T046661,A03599,177555,Transfer,Web,2025-05-16
T046662,A09764,37753,Online,Branch,2025-11-09
T046663,A04001,14640,ATM,Branch,2025-12-04
T046664,A05365,114789,Transfer,ATM,2025-10-03
T046665,A00467,70902,Online,ATM,2025-11-07
T046666,A08350,19249,Online,Branch,2026-01-05
T046667,A07367,189272,POS,Mobile,2025-08-03
T046668,A07197,135216,ATM,ATM,2025-10-25
T046669,A07227,36458,Online,ATM,2025-10-25
T046670,A09584,185309,ATM,Branch,2025-03-14
T046671,A08017,15893,Online,Mobile,2025-10-21
T046672,A08711,79919,POS,Branch,2025-06-27
T046673,A08771,188888,Transfer,ATM,2026-01-04
T046674,A01529,195070,Transfer,Mobile,2026-03-08
T046675,A03840,14815,POS,ATM,2026-01-16
T046676,A01464,26709,Online,Mobile,2025-09-17
T046677,A07406,174227,Online,Mobile,2025-11-07
T046678,A00544,120768,ATM,ATM,2026-03-21
T046679,A07149,138104,Transfer,Mobile,2025-04-12
T046680,A05077,179804,Transfer,ATM,2025-09-15
T046681,A04867,24979,Transfer,ATM,2025-01-12
T046682,A08641,50860,Transfer,Web,2025-04-04
T046683,A09464,83878,Online,Branch,2025-02-04
T046684,A00229,63654,Transfer,ATM,2026-04-01
T046685,A06124,103629,POS,Web,2025-10-11
T046686,A07740,70224,Online,Mobile,2025-01-16
T046687,A09217,174101,ATM,Branch,2025-08-04
T046688,A00546,79888,Transfer,ATM,2025-01-23
T046689,A09956,151589,Online,ATM,2025-10-12
T046690,A05026,113203,POS,Web,2025-08-20
T046691,A01043,165422,Transfer,Branch,2025-12-11
T046692,A04969,92152,ATM,Web,2025-01-02
T046693,A06060,86532,POS,Branch,2025-01-13
T046694,A06389,199022,Transfer,Branch,2026-03-26
T046695,A07968,165588,ATM,Web,2025-05-26
T046696,A07373,158037,POS,ATM,2025-01-22
T046697,A00265,61732,ATM,Mobile,2026-03-23
T046698,A01589,92463,ATM,ATM,2025-03-29
T046699,A07338,88079,ATM,ATM,2025-08-24
T046700,A04595,151949,Online,Web,2025-06-19
T046701,A03502,49571,Online,Branch,2025-07-09
T046702,A05602,6904,Transfer,Mobile,2026-03-25
T046703,A03198,80131,Transfer,Mobile,2025-05-09
T046704,A02348,80561,POS,ATM,2025-03-16
T046705,A01056,43506,ATM,Web,2026-04-23
T046706,A02673,4204,Transfer,Branch,2025-09-28
T046707,A03367,147681,ATM,Branch,2026-02-25
T046708,A06888,95706,Online,ATM,2025-01-01
T046709,A03764,101011,Online,Mobile,2026-02-18
T046710,A07980,169262,POS,Mobile,2026-01-15
T046711,A07485,162074,POS,Mobile,2025-04-25
T046712,A01698,152219,Online,Mobile,2026-03-25
T046713,A04143,21045,Online,Branch,2025-11-26
T046714,A09186,70524,ATM,ATM,2025-06-21
T046715,A05186,93805,Transfer,Web,2025-04-20
T046716,A06898,32517,POS,Mobile,2025-09-10
T046717,A08024,18854,Online,Branch,2025-11-26
T046718,A05482,119289,ATM,Mobile,2025-12-12
T046719,A07570,18347,ATM,Web,2025-01-18
T046720,A05031,73897,ATM,Web,2025-12-05
T046721,A08612,11942,ATM,Branch,2026-03-01
T046722,A01450,146011,Online,Branch,2025-08-20
T046723,A02484,38681,Transfer,Branch,2025-09-21
T046724,A02751,56714,Transfer,Mobile,2025-07-20
T046725,A03606,48515,POS,ATM,2026-01-03
T046726,A06714,123259,POS,Web,2025-08-20
T046727,A08048,21709,Transfer,Branch,2025-12-01
T046728,A05278,199299,POS,ATM,2025-05-15
T046729,A02305,33420,Online,Branch,2026-01-19
T046730,A04684,4405,Online,Mobile,2025-06-04
T046731,A06177,52228,Online,Mobile,2025-10-20
T046732,A01814,133751,Online,Web,2025-04-19
T046733,A09537,193755,ATM,Web,2025-01-09
T046734,A04683,39217,POS,ATM,2025-03-23
T046735,A05697,101776,Online,Mobile,2026-03-25
T046736,A04349,172532,Online,Mobile,2025-12-02
T046737,A03154,36841,Online,Web,2025-04-20
T046738,A09683,108066,ATM,Mobile,2025-12-07
T046739,A09537,77002,POS,Web,2025-06-16
T046740,A03908,123584,POS,ATM,2026-03-17
T046741,A09474,98450,Online,Branch,2026-03-07
T046742,A00738,113587,Transfer,Web,2025-12-01
T046743,A07988,149886,POS,Branch,2026-01-23
T046744,A01970,23364,Transfer,Web,2026-02-10
T046745,A04836,26131,ATM,Branch,2025-09-30
T046746,A04056,86986,ATM,Mobile,2025-06-15
T046747,A00522,129756,Online,Web,2025-01-06
T046748,A00690,54428,ATM,Mobile,2026-02-16
T046749,A02272,29015,POS,ATM,2026-03-18
T046750,A05875,86947,POS,Mobile,2026-01-04
T046751,A08139,67576,Online,Branch,2025-12-06
T046752,A08672,112093,POS,Web,2025-01-09
T046753,A08730,95998,ATM,Web,2026-04-07
T046754,A01650,42407,ATM,Mobile,2025-07-29
T046755,A00590,2512,Online,Web,2026-02-23
T046756,A02077,150727,ATM,ATM,2025-08-21
T046757,A05389,82001,ATM,Web,2025-05-08
T046758,A07435,35702,Online,Mobile,2025-05-19
T046759,A06163,173685,ATM,Mobile,2025-10-08
T046760,A02148,63420,ATM,ATM,2025-09-07
T046761,A05683,3163,ATM,Branch,2026-01-04
T046762,A04915,101162,ATM,Branch,2025-10-30
T046763,A07026,174554,ATM,Mobile,2025-05-26
