FraudID,TransactionID,FraudType,LossAmount
F02398,T027304,Phishing,76562
F02399,T009299,Phishing,250207
F02400,T038770,Phishing,324544
F02401,T026322,Card Fraud,162033
F02402,T032004,Identity Theft,338957
F02403,T013171,Card Fraud,53126
F02404,T015275,Identity Theft,35660
F02405,T040427,Card Fraud,407057
F02406,T006413,Phishing,385125
F02407,T048177,Card Fraud,24223
F02408,T028928,Identity Theft,199174
F02409,T021914,Identity Theft,168702
F02410,T007857,Card Fraud,96104
F02411,T044266,Money Laundering,305776
F02412,T040586,Money Laundering,390264
F02413,T011216,Identity Theft,93279
F02414,T041055,Card Fraud,277347
F02415,T040928,Money Laundering,233524
F02416,T030411,Phishing,406486
F02417,T034052,Identity Theft,491916
F02418,T049740,Identity Theft,176189
F02419,T003456,Money Laundering,216751
F02420,T005161,Identity Theft,428120
F02421,T034243,Identity Theft,50621
F02422,T039078,Phishing,91100
F02423,T029266,Money Laundering,1424
F02424,T012118,Phishing,326098
F02425,T001551,Identity Theft,159694
F02426,T033882,Money Laundering,371101
F02427,T035836,Money Laundering,31323
F02428,T004424,Identity Theft,342394
F02429,T038939,Identity Theft,292455
F02430,T044732,Phishing,487837
F02431,T013014,Identity Theft,20829
F02432,T031854,Phishing,53891
F02433,T012578,Money Laundering,133178
F02434,T002975,Money Laundering,380048
F02435,T020211,Phishing,275122
F02436,T007072,Money Laundering,441659
F02437,T000151,Phishing,420301
F02438,T041405,Phishing,19366
F02439,T005086,Phishing,296341
F02440,T038769,Phishing,27782
F02441,T041562,Identity Theft,462540
F02442,T029460,Identity Theft,392885
F02443,T011394,Identity Theft,390099
F02444,T028459,Phishing,57383
F02445,T007428,Identity Theft,284355
F02446,T011336,Phishing,364703
F02447,T010940,Money Laundering,36512
F02448,T037231,Phishing,424111
F02449,T017487,Money Laundering,324791
F02450,T019337,Phishing,281446
F02451,T026553,Phishing,127994
F02452,T004508,Money Laundering,364285
F02453,T031133,Card Fraud,366733
F02454,T001572,Card Fraud,22409
F02455,T037796,Phishing,267274
F02456,T008392,Money Laundering,66853
F02457,T006242,Card Fraud,325347
F02458,T015683,Money Laundering,163072
F02459,T000378,Card Fraud,428930
F02460,T015120,Card Fraud,478372
F02461,T001057,Phishing,385103
F02462,T000995,Money Laundering,383116
F02463,T015357,Money Laundering,383095
F02464,T031223,Identity Theft,488158
F02465,T012035,Identity Theft,405739
F02466,T005103,Phishing,381643
F02467,T043805,Identity Theft,180095
F02468,T026479,Money Laundering,118888
F02469,T041309,Card Fraud,442890
F02470,T030435,Phishing,68329
F02471,T049318,Card Fraud,446572
F02472,T021423,Card Fraud,208835
F02473,T041934,Card Fraud,411416
F02474,T007371,Money Laundering,422456
F02475,T009041,Identity Theft,236748
F02476,T010791,Card Fraud,194828
F02477,T028058,Identity Theft,380763
F02478,T044443,Phishing,14798
F02479,T012327,Identity Theft,310714
F02480,T038919,Identity Theft,468822
F02481,T040213,Money Laundering,140624
F02482,T023267,Identity Theft,488434
F02483,T018090,Card Fraud,54233
F02484,T049026,Phishing,388306
F02485,T048302,Phishing,331249
F02486,T025944,Card Fraud,291112
F02487,T018223,Phishing,18090
F02488,T026088,Phishing,442484
F02489,T027368,Money Laundering,457656
F02490,T005609,Money Laundering,206782
F02491,T012861,Identity Theft,467162
F02492,T042144,Money Laundering,234994
F02493,T035934,Card Fraud,337526
F02494,T030865,Phishing,198566
F02495,T031687,Money Laundering,226160
F02496,T026631,Card Fraud,111859
F02497,T012069,Identity Theft,272233
F02498,T009652,Phishing,14331
F02499,T013163,Card Fraud,60928
F02500,T007039,Phishing,1762
F02501,T000829,Identity Theft,377375
F02502,T023053,Identity Theft,93505
F02503,T004743,Card Fraud,255624
F02504,T022093,Identity Theft,78928
F02505,T014502,Identity Theft,155520
F02506,T035083,Card Fraud,126855
F02507,T048286,Identity Theft,295561
F02508,T028432,Phishing,412310
F02509,T023965,Phishing,76584
F02510,T031406,Identity Theft,212755
F02511,T021138,Card Fraud,156583
F02512,T034771,Phishing,225550
F02513,T023338,Money Laundering,128758
F02514,T024565,Card Fraud,372790
F02515,T015581,Card Fraud,109050
F02516,T003501,Identity Theft,59975
F02517,T002988,Card Fraud,370282
F02518,T005330,Identity Theft,80914
F02519,T011992,Phishing,41726
F02520,T039242,Card Fraud,156842
F02521,T047859,Identity Theft,419550
F02522,T032993,Identity Theft,480352
F02523,T001214,Card Fraud,54745
F02524,T024130,Card Fraud,275912
F02525,T006944,Money Laundering,70603
F02526,T027287,Phishing,408917
F02527,T040577,Phishing,432901
F02528,T034879,Card Fraud,146765
F02529,T048947,Money Laundering,101244
F02530,T046555,Money Laundering,486896
F02531,T045512,Money Laundering,196656
F02532,T030543,Card Fraud,62170
F02533,T010327,Identity Theft,385687
F02534,T045150,Card Fraud,357658
F02535,T004063,Money Laundering,454483
F02536,T007913,Card Fraud,235540
F02537,T018635,Phishing,218267
F02538,T004639,Identity Theft,238957
F02539,T034037,Phishing,5504
F02540,T026835,Phishing,432531
F02541,T036995,Identity Theft,468638
F02542,T038491,Identity Theft,425092
F02543,T002378,Money Laundering,119340
F02544,T029321,Phishing,241285
F02545,T039501,Card Fraud,15180
F02546,T003412,Card Fraud,143504
F02547,T033490,Phishing,338965
F02548,T009197,Card Fraud,277526
F02549,T048659,Phishing,96575
F02550,T032606,Identity Theft,2863
F02551,T003932,Phishing,155903
F02552,T047517,Money Laundering,383996
F02553,T001503,Card Fraud,307346
F02554,T036505,Card Fraud,469153
F02555,T024978,Identity Theft,382961
F02556,T042494,Money Laundering,236931
F02557,T025561,Phishing,92005
F02558,T010650,Card Fraud,341121
F02559,T035520,Identity Theft,373108
F02560,T002375,Phishing,368343
F02561,T028209,Card Fraud,351227
F02562,T030234,Card Fraud,256559
F02563,T041572,Money Laundering,186256
F02564,T007876,Phishing,84540
F02565,T028342,Identity Theft,67339
F02566,T020661,Card Fraud,319435
F02567,T049230,Phishing,38989
F02568,T044344,Identity Theft,279298
F02569,T025696,Phishing,236440
F02570,T009727,Card Fraud,239861
F02571,T041719,Identity Theft,38082
F02572,T026053,Phishing,83918
F02573,T041880,Identity Theft,111106
F02574,T000355,Phishing,191867
F02575,T045747,Card Fraud,111143
F02576,T048008,Money Laundering,242233
F02577,T000387,Identity Theft,265027
F02578,T023996,Card Fraud,269213
F02579,T038389,Identity Theft,273601
F02580,T016898,Card Fraud,179375
F02581,T020862,Phishing,30492
F02582,T000062,Identity Theft,370737
F02583,T015346,Phishing,255910
F02584,T036833,Card Fraud,222106
F02585,T000414,Identity Theft,201448
F02586,T007970,Phishing,106088
F02587,T032565,Phishing,277808
F02588,T002401,Identity Theft,139030
F02589,T012512,Card Fraud,113410
F02590,T005726,Phishing,233256
F02591,T049528,Money Laundering,10398
F02592,T047547,Phishing,332925
F02593,T034474,Card Fraud,216840
F02594,T046158,Phishing,56458
F02595,T006528,Money Laundering,371297
F02596,T033708,Money Laundering,256707
F02597,T026372,Phishing,359936
F02598,T008229,Phishing,406994
F02599,T015720,Phishing,281460
F02600,T048435,Identity Theft,322867
F02601,T019365,Phishing,327750
F02602,T009848,Card Fraud,436338
F02603,T032095,Card Fraud,231871
F02604,T020686,Card Fraud,432239
F02605,T032063,Phishing,297276
F02606,T020097,Identity Theft,344714
F02607,T026626,Phishing,14635
F02608,T010204,Phishing,308679
F02609,T038295,Identity Theft,491796
F02610,T039455,Money Laundering,114510
F02611,T009814,Money Laundering,425242
F02612,T048515,Identity Theft,478838
F02613,T035259,Phishing,365905
F02614,T016191,Card Fraud,41288
F02615,T032074,Phishing,379575
F02616,T004824,Money Laundering,340553
F02617,T017144,Card Fraud,210369
F02618,T024072,Identity Theft,447681
F02619,T006972,Money Laundering,269815
F02620,T024801,Phishing,3639
F02621,T000357,Money Laundering,452334
F02622,T028242,Identity Theft,274617
F02623,T020757,Card Fraud,115219
F02624,T000122,Card Fraud,227640
F02625,T010794,Money Laundering,355165
F02626,T035579,Money Laundering,254510
F02627,T040960,Phishing,185340
F02628,T031049,Money Laundering,454020
F02629,T016128,Phishing,253006
F02630,T030825,Phishing,407622
F02631,T040465,Identity Theft,222898
F02632,T036249,Money Laundering,178549
F02633,T012448,Identity Theft,38809
F02634,T034692,Phishing,14692
F02635,T016604,Money Laundering,439687
F02636,T008283,Money Laundering,410605
F02637,T045061,Identity Theft,327973
F02638,T027061,Card Fraud,408774
F02639,T044744,Money Laundering,60940
F02640,T015754,Card Fraud,243916
F02641,T010407,Money Laundering,202895
F02642,T044063,Money Laundering,185467
F02643,T040398,Phishing,264501
F02644,T007030,Phishing,222400
F02645,T036687,Money Laundering,394209
F02646,T030500,Money Laundering,189098
F02647,T004246,Identity Theft,341714
F02648,T034895,Money Laundering,313898
F02649,T046019,Phishing,54910
F02650,T048499,Money Laundering,240302
F02651,T014650,Identity Theft,176846
F02652,T020083,Money Laundering,145251
F02653,T038384,Card Fraud,368003
F02654,T047064,Phishing,168511
F02655,T038326,Card Fraud,313385
F02656,T004075,Identity Theft,166633
F02657,T006995,Identity Theft,52445
F02658,T029766,Identity Theft,415252
F02659,T041884,Phishing,127022
F02660,T005971,Phishing,439368
F02661,T007165,Card Fraud,414122
F02662,T011119,Card Fraud,457519
F02663,T037456,Money Laundering,416641
F02664,T022930,Identity Theft,292993
F02665,T047224,Phishing,467088
F02666,T046428,Identity Theft,334109
F02667,T022517,Money Laundering,480139
F02668,T003481,Money Laundering,391337
F02669,T030348,Card Fraud,253770
F02670,T007336,Identity Theft,57958
F02671,T021796,Money Laundering,37513
F02672,T046204,Identity Theft,332458
F02673,T010456,Money Laundering,168162
F02674,T010739,Phishing,360041
F02675,T032619,Phishing,106777
F02676,T022538,Money Laundering,472517
F02677,T019182,Identity Theft,164009
F02678,T024816,Money Laundering,287563
F02679,T015709,Card Fraud,412110
F02680,T015083,Money Laundering,499442
F02681,T049446,Money Laundering,398174
F02682,T024859,Phishing,326503
F02683,T024524,Identity Theft,282234
F02684,T041193,Card Fraud,149516
F02685,T049819,Phishing,323344
F02686,T007315,Phishing,165293
F02687,T014867,Identity Theft,28785
F02688,T018577,Card Fraud,276132
F02689,T049359,Identity Theft,91483
F02690,T033490,Phishing,393359
F02691,T028441,Phishing,370415
F02692,T047848,Phishing,367270
F02693,T001874,Money Laundering,323294
F02694,T026397,Money Laundering,491814
F02695,T047592,Identity Theft,137812
F02696,T026721,Identity Theft,246222
F02697,T018686,Money Laundering,437265
F02698,T035476,Phishing,185786
F02699,T021689,Phishing,185783
F02700,T013946,Money Laundering,169949
F02701,T039640,Money Laundering,134341
F02702,T033096,Phishing,372693
F02703,T045676,Identity Theft,198283
F02704,T022091,Identity Theft,229506
F02705,T032364,Card Fraud,345972
F02706,T049777,Identity Theft,316618
F02707,T047141,Card Fraud,281328
F02708,T029620,Phishing,123058
F02709,T038287,Money Laundering,58395
F02710,T042679,Phishing,380272
F02711,T038344,Identity Theft,285411
F02712,T011513,Identity Theft,431040
F02713,T024064,Identity Theft,375125
F02714,T032796,Card Fraud,217182
F02715,T029873,Money Laundering,66463
F02716,T019230,Identity Theft,234079
F02717,T019740,Money Laundering,110710
F02718,T046309,Card Fraud,448158
F02719,T009346,Card Fraud,189462
F02720,T030944,Identity Theft,320477
F02721,T043223,Identity Theft,379610
F02722,T045165,Money Laundering,86466
F02723,T024286,Card Fraud,371394
F02724,T035553,Money Laundering,14412
F02725,T042710,Identity Theft,55294
F02726,T033628,Phishing,42954
F02727,T032825,Identity Theft,63509
F02728,T022853,Card Fraud,392455
F02729,T002882,Card Fraud,208911
F02730,T009897,Phishing,261405
F02731,T009652,Money Laundering,321328
F02732,T028978,Identity Theft,394778
F02733,T012761,Card Fraud,153830
F02734,T023095,Identity Theft,347995
F02735,T019229,Card Fraud,202919
F02736,T029523,Phishing,192376
F02737,T027620,Phishing,306207
F02738,T029558,Card Fraud,158082
F02739,T006416,Money Laundering,299699
F02740,T028861,Identity Theft,227715
F02741,T028441,Phishing,242765
F02742,T008628,Card Fraud,270958
F02743,T046997,Card Fraud,65812
F02744,T039373,Identity Theft,347703
F02745,T026742,Phishing,378437
F02746,T039948,Phishing,112314
F02747,T039106,Phishing,480180
F02748,T031002,Phishing,456606
F02749,T016159,Phishing,490491
F02750,T025089,Money Laundering,45813
F02751,T004322,Money Laundering,44970
F02752,T005360,Card Fraud,235387
F02753,T049620,Card Fraud,92611
F02754,T000797,Phishing,497135
F02755,T043381,Card Fraud,18844
F02756,T017416,Identity Theft,398453
F02757,T009004,Phishing,184986
F02758,T047509,Card Fraud,127141
F02759,T004344,Money Laundering,437349
F02760,T020817,Card Fraud,59554
F02761,T043901,Money Laundering,97375
F02762,T022491,Card Fraud,117720
F02763,T008121,Phishing,148032
F02764,T043130,Identity Theft,257756
F02765,T023101,Card Fraud,199444
F02766,T020505,Money Laundering,178972
F02767,T008901,Card Fraud,185319
F02768,T040331,Identity Theft,191085
F02769,T041090,Phishing,436677
F02770,T040234,Card Fraud,268595
F02771,T020477,Card Fraud,435753
F02772,T009903,Identity Theft,369053
F02773,T044286,Phishing,243658
F02774,T010777,Identity Theft,76387
F02775,T001430,Card Fraud,464017
F02776,T047413,Identity Theft,322085
F02777,T030490,Money Laundering,57150
F02778,T021607,Money Laundering,116775
F02779,T007745,Phishing,23415
F02780,T020790,Card Fraud,155904
F02781,T029308,Phishing,209196
F02782,T009364,Phishing,299837
F02783,T028932,Card Fraud,65428
F02784,T017447,Money Laundering,16161
F02785,T012050,Card Fraud,175945
F02786,T040259,Card Fraud,230289
F02787,T046026,Card Fraud,412174
F02788,T035747,Phishing,188647
F02789,T006888,Identity Theft,220776
F02790,T034152,Identity Theft,379630
F02791,T005125,Money Laundering,229271
F02792,T009633,Money Laundering,132228
F02793,T017429,Phishing,461951
F02794,T039081,Identity Theft,88619
F02795,T028801,Phishing,404091
F02796,T043115,Phishing,425261
F02797,T033154,Card Fraud,125637
F02798,T004592,Identity Theft,343260
F02799,T044003,Card Fraud,457005
F02800,T047282,Identity Theft,208360
F02801,T036651,Phishing,136583
F02802,T036694,Identity Theft,54555
F02803,T022471,Money Laundering,446906
F02804,T010439,Card Fraud,323501
F02805,T007672,Money Laundering,66206
F02806,T049403,Card Fraud,95040
F02807,T013365,Phishing,379019
F02808,T048784,Money Laundering,146416
F02809,T000213,Phishing,47344
F02810,T012731,Phishing,150622
F02811,T017786,Money Laundering,188865
F02812,T043877,Card Fraud,278894
F02813,T020768,Money Laundering,287074
F02814,T026644,Phishing,194036
F02815,T038697,Money Laundering,386658
F02816,T017419,Money Laundering,414368
F02817,T022892,Phishing,52914
F02818,T010803,Card Fraud,306943
F02819,T034596,Money Laundering,75801
F02820,T045947,Money Laundering,492360
F02821,T009807,Money Laundering,75412
F02822,T034091,Money Laundering,439011
F02823,T044899,Card Fraud,167434
F02824,T035201,Card Fraud,276275
F02825,T034408,Money Laundering,126341
F02826,T004576,Money Laundering,86993
F02827,T041738,Card Fraud,382359
F02828,T046057,Card Fraud,200139
F02829,T011437,Card Fraud,356219
F02830,T025407,Identity Theft,180752
F02831,T007523,Card Fraud,172836
F02832,T020223,Card Fraud,12046
F02833,T015699,Identity Theft,379080
F02834,T030503,Money Laundering,481261
F02835,T019141,Money Laundering,126437
F02836,T018504,Identity Theft,177260
F02837,T046059,Phishing,42476
F02838,T019308,Money Laundering,97867
F02839,T020451,Card Fraud,92259
F02840,T026145,Phishing,342956
F02841,T035698,Identity Theft,316526
F02842,T028445,Card Fraud,191828
F02843,T001844,Identity Theft,379972
F02844,T019208,Identity Theft,91491
F02845,T024104,Phishing,489268
F02846,T039450,Card Fraud,433669
F02847,T043800,Phishing,132250
F02848,T038911,Card Fraud,314178
F02849,T042243,Phishing,179190
F02850,T006301,Phishing,71913
F02851,T017833,Phishing,12105
F02852,T026023,Money Laundering,295952
F02853,T026382,Identity Theft,337794
F02854,T014502,Phishing,35687
F02855,T043324,Money Laundering,326106
F02856,T002786,Money Laundering,268047
F02857,T044553,Phishing,114496
F02858,T007727,Identity Theft,207826
F02859,T018109,Money Laundering,331344
F02860,T044337,Money Laundering,360719
F02861,T009428,Identity Theft,373346
F02862,T045597,Card Fraud,154349
F02863,T007661,Money Laundering,165252
F02864,T010397,Phishing,236614
F02865,T023285,Phishing,72096
F02866,T011635,Phishing,369589
F02867,T000067,Phishing,354027
F02868,T031145,Identity Theft,400536
F02869,T027482,Card Fraud,204786
F02870,T043135,Identity Theft,457148
F02871,T028266,Identity Theft,435085
F02872,T039272,Card Fraud,196553
F02873,T037278,Card Fraud,399866
F02874,T031936,Money Laundering,461543
F02875,T040254,Money Laundering,42625
F02876,T020520,Phishing,479834
F02877,T018842,Card Fraud,118351
F02878,T000122,Card Fraud,219748
F02879,T006019,Phishing,342880
F02880,T008732,Card Fraud,293757
F02881,T036053,Phishing,135685
F02882,T047877,Phishing,431294
F02883,T008311,Identity Theft,192600
F02884,T038933,Money Laundering,141207
F02885,T019995,Money Laundering,248717
F02886,T002013,Money Laundering,366624
F02887,T036513,Money Laundering,132800
F02888,T005725,Identity Theft,240088
F02889,T007675,Phishing,116237
F02890,T018386,Identity Theft,133646
F02891,T029390,Phishing,381216
F02892,T028753,Money Laundering,298743
F02893,T017099,Identity Theft,20557
F02894,T012662,Phishing,174984
F02895,T006525,Money Laundering,28433
F02896,T015071,Phishing,163846
F02897,T004142,Phishing,23140
F02898,T021867,Identity Theft,268488
F02899,T015171,Identity Theft,284188
F02900,T007476,Money Laundering,81635
F02901,T016798,Money Laundering,206018
F02902,T005306,Card Fraud,277910
F02903,T032006,Money Laundering,199597
F02904,T048724,Money Laundering,198078
F02905,T048940,Card Fraud,483643
F02906,T023420,Phishing,102442
F02907,T025811,Money Laundering,352104
F02908,T034324,Phishing,80603
F02909,T023060,Identity Theft,147570
F02910,T040708,Phishing,411629
F02911,T037329,Money Laundering,296242
F02912,T011149,Card Fraud,298643
F02913,T042603,Phishing,7059
F02914,T041915,Money Laundering,175986
F02915,T047094,Phishing,69307
F02916,T004824,Identity Theft,283732
F02917,T031905,Phishing,487743
F02918,T008510,Money Laundering,407026
F02919,T044261,Phishing,497755
F02920,T022884,Card Fraud,402089
F02921,T045842,Identity Theft,99491
F02922,T021799,Money Laundering,425173
F02923,T003932,Card Fraud,439496
F02924,T045022,Identity Theft,333898
F02925,T039554,Identity Theft,334640
F02926,T021731,Card Fraud,287576
F02927,T016155,Phishing,26498
F02928,T004358,Identity Theft,252271
F02929,T015421,Phishing,278855
F02930,T027562,Money Laundering,177987
F02931,T032595,Money Laundering,379806
F02932,T032833,Phishing,298313
F02933,T036513,Card Fraud,60259
F02934,T024687,Phishing,149302
F02935,T008088,Card Fraud,118598
F02936,T011116,Card Fraud,207995
F02937,T033239,Money Laundering,93933
F02938,T024377,Phishing,439852
F02939,T031402,Card Fraud,429840
F02940,T034015,Card Fraud,345012
F02941,T014068,Card Fraud,400080
F02942,T045871,Phishing,467562
F02943,T032618,Card Fraud,484121
F02944,T031302,Card Fraud,449246
F02945,T028602,Identity Theft,58397
F02946,T047660,Money Laundering,71582
F02947,T040088,Identity Theft,498801
F02948,T029271,Phishing,280601
F02949,T049919,Card Fraud,36539
F02950,T033993,Identity Theft,10539
F02951,T010035,Identity Theft,32877
F02952,T003599,Phishing,329018
F02953,T032535,Money Laundering,461693
F02954,T026566,Card Fraud,194117
F02955,T005247,Identity Theft,92889
F02956,T006136,Identity Theft,241032
F02957,T022268,Money Laundering,212380
F02958,T015507,Identity Theft,277883
F02959,T029972,Money Laundering,65392
F02960,T048809,Identity Theft,386834
F02961,T018821,Phishing,451535
F02962,T011259,Phishing,208047
F02963,T025929,Identity Theft,118317
F02964,T043049,Phishing,116244
F02965,T045528,Card Fraud,248492
F02966,T015305,Identity Theft,391371
F02967,T009582,Card Fraud,291220
F02968,T038977,Card Fraud,103646
F02969,T036378,Money Laundering,153874
F02970,T040223,Card Fraud,257836
F02971,T027100,Card Fraud,198549
F02972,T003567,Card Fraud,363041
F02973,T044035,Money Laundering,426488
F02974,T026602,Money Laundering,206538
F02975,T006400,Phishing,75908
F02976,T008272,Phishing,11551
F02977,T011719,Identity Theft,290030
F02978,T031174,Identity Theft,458304
F02979,T025166,Identity Theft,33982
F02980,T033864,Card Fraud,431760
F02981,T021967,Phishing,162277
F02982,T028950,Card Fraud,483496
F02983,T006222,Identity Theft,362649
F02984,T044869,Money Laundering,111776
F02985,T015032,Money Laundering,267701
F02986,T035213,Phishing,9575
F02987,T048210,Card Fraud,98108
F02988,T006872,Money Laundering,401253
F02989,T040108,Identity Theft,306073
F02990,T001045,Identity Theft,449843
F02991,T023781,Phishing,484145
F02992,T030187,Phishing,390944
F02993,T019731,Phishing,42047
F02994,T042077,Identity Theft,206328
F02995,T005228,Money Laundering,437419
F02996,T000144,Card Fraud,355509
F02997,T012976,Card Fraud,37160
F02998,T022122,Money Laundering,31760
F02999,T042197,Card Fraud,395194
F03000,T024249,Card Fraud,368286
